HitTime,HitLocalTime,HitX,HitY,Arc,OriginX,OriginY,Made,HitBackboard,TimeInSeconds,ShotDistance,ShotAngle,ClusterID
1718079499865,2024-06-11 07:18:19,-263.0,0.0,48.1,-2971,1462,0,1,26299,3077.4515430791107,-28.363804047606546,18
1718079508129,2024-06-11 07:18:28,-157.0,146.0,37.8,-3625,3321,0,0,26308,4701.877178319314,-42.47451604683974,18
1718079511948,2024-06-11 07:18:31,-83.0,56.0,35.2,-3566,3416,1,0,26311,4839.513301975727,-43.97024374413112,18
1718079515784,2024-06-11 07:18:35,-115.0,61.0,39.1,-3554,3435,1,0,26315,4817.737747117417,-44.45338137705785,18
1718079520017,2024-06-11 07:18:40,-42.0,-6.0,37.4,-1864,4911,1,0,26320,5243.717479040991,-69.66775528979254,18
1718079523667,2024-06-11 07:18:43,4.0,-161.0,34.1,-2038,4630,1,0,26323,5208.017377083145,-66.9155299662927,18
1718079527536,2024-06-11 07:18:47,2.0,8.0,35.5,-1974,4616,1,0,26327,5013.804942356653,-66.78940534248532,18
1718079531530,2024-06-11 07:18:51,4.0,75.0,35.1,-337,5010,1,0,26331,4946.767227189895,-86.04724323886224,18
1718079535207,2024-06-11 07:18:55,-30.0,34.0,36.4,-452,5264,1,0,26335,5246.997617685756,-85.38689291588089,18
1718079538952,2024-06-11 07:18:58,28.0,-84.0,35.3,-553,5078,1,0,26338,5194.5938243523915,-83.57819906530312,18
1718079542834,2024-06-11 07:19:02,-9.0,122.0,37.2,832,4850,0,0,26342,4802.214593289225,79.91392011200708,18
1718079546386,2024-06-11 07:19:06,-120.0,-60.0,35.1,840,5003,1,0,26346,5153.209582386496,79.26355132399682,18
1718079550007,2024-06-11 07:19:10,-63.0,16.0,38.3,1008,4962,1,0,26350,5060.628123069309,77.78188523783093,18
1718079553947,2024-06-11 07:19:13,44.0,-35.0,37.3,2399,4495,1,0,26353,5105.577832136143,62.53154228460865,18
1718079557471,2024-06-11 07:19:17,43.0,-62.0,31.5,2380,4277,1,0,26357,4928.335418779854,61.69294505258668,18
1718079561276,2024-06-11 07:19:21,39.0,-168.0,34.6,2538,4430,0,0,26361,5233.221283301519,61.4760449070518,18
1718079565479,2024-06-11 07:19:25,-1.0,-180.0,36.8,3843,3265,0,0,26365,5161.817606231355,41.866754990104255,18
1718079569066,2024-06-11 07:19:29,-8.0,44.0,35.9,3707,3292,1,0,26369,4934.645782627158,41.162987631290406,18
1718079572636,2024-06-11 07:19:32,8.0,9.0,35.4,3868,3467,1,0,26372,5182.409092304466,41.85572876572124,18
1718079577172,2024-06-11 07:19:37,6.0,90.0,38.8,4997,1648,1,0,26377,5228.522257770354,17.336374247219965,18
1718079580512,2024-06-11 07:19:40,113.0,71.0,37.3,4875,1805,1,0,26380,5067.8792408659465,20.00822014966792,18
1718079584180,2024-06-11 07:19:44,-44.0,-21.0,37.7,4815,1738,1,0,26384,5167.587638347317,19.900693867853903,18
1718079604094,2024-06-11 07:20:04,-138.0,-63.0,39.0,-5682,1352,0,0,26404,5721.7270993992715,-14.317971960110164,18
1718079607807,2024-06-11 07:20:07,-25.0,-193.0,40.3,-5771,1208,0,0,26407,5914.331492231392,-13.702599476616847,18
1718079611627,2024-06-11 07:20:11,-123.0,7.0,41.3,-5753,1233,1,0,26411,5761.942033724394,-12.285052427949857,18
1718079615218,2024-06-11 07:20:15,-139.0,20.0,37.8,-5249,2385,0,0,26415,5630.748174088413,-24.83554914553805,18
1718079619190,2024-06-11 07:20:19,86.0,-66.0,41.2,-5271,2297,1,0,26419,5855.016481616427,-23.80252024948549,18
1718079622917,2024-06-11 07:20:22,39.0,10.0,39.1,-5457,2312,1,0,26422,5958.625680473644,-22.72637630516771,18
1718079626853,2024-06-11 07:20:26,34.0,-58.0,36.4,-3887,4419,1,0,26426,5951.283054938657,-48.78781023271448,18
1718079630634,2024-06-11 07:20:30,-210.0,-116.0,40.8,-3945,4414,0,0,26430,5871.211544477,-50.494305944528975,18
1718079634446,2024-06-11 07:20:34,4.0,21.0,39.4,-3902,4309,1,0,26434,5800.325852915506,-47.66916673213142,18
1718079638352,2024-06-11 07:20:38,-27.0,-96.0,37.5,-1726,5718,1,0,26438,6057.160803544843,-73.71028264611306,18
1718079642049,2024-06-11 07:20:42,-110.0,-99.0,39.1,-2236,5296,1,0,26442,5798.784441587737,-68.49215840361539,18
1718079645692,2024-06-11 07:20:45,-64.0,-47.0,35.4,-2244,5260,1,0,26445,5737.303286388127,-67.66820938784849,18
1718079649743,2024-06-11 07:20:49,60.0,-6.0,35.9,-511,5942,1,0,26449,5975.344759928083,-84.51648591407064,18
1718079653378,2024-06-11 07:20:53,63.0,-116.0,37.5,-425,5974,1,0,26453,6109.520766803236,-85.41860014257814,18
1718079656939,2024-06-11 07:20:56,48.0,95.0,37.6,-755,5940,1,0,26456,5899.9011856131965,-82.1775377837849,18
1718079660859,2024-06-11 07:21:00,-73.0,-51.0,38.8,1091,5856,1,0,26460,6020.5934092911475,78.85244152750899,18
1718079664440,2024-06-11 07:21:04,-48.0,21.0,37.9,1086,5869,1,0,26464,5956.93377502218,79.02583272007983,18
1718079668568,2024-06-11 07:21:08,22.0,44.0,38.2,910,5789,1,0,26468,5813.223632374726,81.21337303544894,18
1718079672538,2024-06-11 07:21:12,65.0,140.0,36.7,2705,5004,0,0,26472,5534.265624272113,61.508520784979154,18
1718079676433,2024-06-11 07:21:16,-116.0,-146.0,36.1,2675,5037,0,0,26476,5886.694318545851,61.69792581668257,18
1718079680109,2024-06-11 07:21:20,29.0,158.0,36.9,2574,4955,0,0,26480,5430.306989480429,62.05226455072331,18
1718079684224,2024-06-11 07:21:24,135.0,25.0,36.8,4325,3843,0,0,26484,5668.617468131008,42.34031988138793,18
1718079687953,2024-06-11 07:21:27,25.0,-3.0,37.1,4402,3869,1,0,26487,5843.844025981529,41.49675079800565,18
1718079691766,2024-06-11 07:21:31,-77.0,-121.0,36.4,4459,3929,1,0,26491,6080.937098836001,41.76029970389786,18
1718079695618,2024-06-11 07:21:35,-7.0,-207.0,37.4,5685,1800,0,0,26495,6035.471232637929,19.42265747154184,18
1718079699286,2024-06-11 07:21:39,48.0,-76.0,37.7,5584,1996,1,0,26499,5911.047284534273,20.519741863432245,18
1718079703084,2024-06-11 07:21:43,-16.0,-4.0,39.2,5684,2010,1,0,26503,6045.344986020235,19.460012435286103,18
1718079710589,2024-06-11 07:21:50,22.0,39.0,36.3,2895,4516,1,0,26510,5319.554304638688,57.31072165214121,18
1718079719114,2024-06-11 07:21:59,-129.0,107.0,37.9,-1721,5514,0,0,26519,5636.498292379764,-73.59382376092826,18
1718079739150,2024-06-11 07:22:19,-167.0,57.0,43.2,-6550,1152,0,0,26539,6476.242274652795,-9.734305308830653,18
1718079742919,2024-06-11 07:22:22,-130.0,2.0,42.6,-6493,1320,1,0,26542,6498.0684053032255,-11.702469776965124,18
1718079746693,2024-06-11 07:22:26,-57.0,31.0,42.3,-6540,1285,1,0,26546,6603.166285957063,-10.947467350889376,18
1718079750894,2024-06-11 07:22:30,-75.0,-22.0,43.8,-6186,2801,1,0,26550,6731.541428231724,-24.794758135053957,18
1718079754852,2024-06-11 07:22:34,39.0,4.0,40.8,-6237,2589,1,0,26554,6787.518029441984,-22.38610398406769,18
1718079758610,2024-06-11 07:22:38,-184.0,88.0,41.6,-6094,2550,0,0,26558,6402.307708943706,-22.615734530204517,18
1718079762959,2024-06-11 07:22:42,94.0,-134.0,39.1,-4473,4940,0,0,26562,6826.636433852325,-48.010292124917555,18
1718079766566,2024-06-11 07:22:46,-196.0,138.0,39.9,-4541,5000,0,0,26566,6520.588086974978,-48.213950542987384,18
1718079770154,2024-06-11 07:22:50,-154.0,80.0,38.3,-4440,4902,0,0,26570,6451.471150055621,-48.36793572404562,18
1718079774547,2024-06-11 07:22:54,53.0,3.0,38.5,-2761,5910,1,0,26574,6543.030261278027,-64.52761935232333,18
1718079778544,2024-06-11 07:22:58,11.0,82.0,38.0,-3314,6415,1,0,26578,7152.7976344923945,-62.2992860449165,18
1718079782231,2024-06-11 07:23:02,-8.0,65.0,38.6,-2820,6144,1,0,26582,6697.879141937394,-65.17586775476845,18
1718079786362,2024-06-11 07:23:06,-15.0,-3.0,38.3,-626,6609,1,0,26586,6640.170555038478,-84.720420016239,18
1718079790012,2024-06-11 07:23:10,-46.0,147.0,40.8,-293,6490,0,0,26590,6347.80733797112,-87.76999672070716,18
1718079793793,2024-06-11 07:23:13,-80.0,-69.0,38.7,-654,6809,1,0,26593,6901.909880605513,-85.22946433992759,18
1718079797756,2024-06-11 07:23:17,-54.0,7.0,39.4,1295,6806,1,0,26597,6931.536770442756,78.77760627898718,18
1718079801189,2024-06-11 07:23:21,-67.0,-263.0,36.0,1260,6452,0,0,26601,6844.863329534053,78.82139680034084,18
1718079804871,2024-06-11 07:23:24,226.0,371.0,41.5,1212,6502,0,0,26604,6209.779142610468,80.86380454087742,18
1718079808925,2024-06-11 07:23:28,107.0,-75.0,36.5,3276,5844,1,0,26608,6713.949806187115,61.83564873736215,18
1718079812732,2024-06-11 07:23:32,11.0,-199.0,36.4,3134,5817,0,0,26612,6778.302516117144,62.565465637287446,18
1718079816588,2024-06-11 07:23:36,-22.0,-18.0,37.5,3143,5756,1,0,26616,6584.550174461427,61.27078773698064,18
1718079820722,2024-06-11 07:23:40,114.0,-85.0,35.9,5061,4343,1,0,26620,6639.276541913283,41.83134003356008,18
1718079824517,2024-06-11 07:23:44,-46.0,-127.0,37.2,4950,4506,1,0,26624,6813.5677144943675,42.8410506206061,18
1718079828372,2024-06-11 07:23:48,-23.0,33.0,38.8,4862,4599,1,0,26628,6686.671892653325,43.06682705834373,18
1718079832926,2024-06-11 07:23:52,21.0,-6.0,38.4,6555,2218,1,0,26632,6902.125179971746,18.79720998904483,18
1718079836541,2024-06-11 07:23:56,159.0,-211.0,38.7,6310,2209,0,0,26636,6609.931996624474,21.476262043748847,18
1718079840346,2024-06-11 07:24:00,58.0,-12.0,41.5,6451,2225,1,0,26640,6773.080392258754,19.28565478966783,18
1718079847391,2024-06-11 07:24:07,-105.0,-87.0,39.4,4177,3536,1,0,26647,5609.068817548952,40.23455879987273,18
1718079855921,2024-06-11 07:24:15,-3.0,-125.0,35.2,2482,6230,1,0,26655,6823.5804384501835,68.6429766812145,18
1718079899491,2024-06-11 07:24:59,-51.0,1.0,42.9,-6411,1381,1,0,26699,6507.995082972942,-12.242331198874437,18
1718079902971,2024-06-11 07:25:02,-153.0,-32.0,43.7,-6494,1657,0,0,26702,6562.088234700902,-14.915106573932283,18
1718079906896,2024-06-11 07:25:06,-18.0,43.0,39.8,-6460,1456,1,0,26706,6595.144653455298,-12.37144353706909,18
1718079911144,2024-06-11 07:25:11,124.0,101.0,37.9,-5857,2715,0,0,26711,6527.277916559092,-23.607765028214505,18
1718079914588,2024-06-11 07:25:14,-78.0,-73.0,41.7,-6109,2644,1,0,26714,6614.760010763807,-24.2518369293796,18
1718079918566,2024-06-11 07:25:18,-7.0,24.0,41.4,-6298,2475,1,0,26718,6751.598477397779,-21.286097037050908,18
1718079922679,2024-06-11 07:25:22,20.0,-206.0,39.5,-4218,5168,0,0,26722,6844.013442418125,-51.74026987062051,18
1718079926176,2024-06-11 07:25:26,99.0,-84.0,37.2,-4252,5002,1,0,26726,6693.175404843354,-49.45348674413769,18
1718079929985,2024-06-11 07:25:29,170.0,-219.0,39.0,-4487,4994,0,0,26729,6990.208723636227,-48.22419659645716,18
1718079935662,2024-06-11 07:25:35,-35.0,-69.0,41.3,-3824,5683,1,0,26735,6887.817143333583,-56.62600890818418,18
1718079938050,2024-06-11 07:25:38,-154.0,-99.0,39.2,-2414,5922,0,0,26738,6431.17726392299,-69.42622841693388,18
1718079941561,2024-06-11 07:25:41,-35.0,-88.0,39.2,-2626,6259,1,0,26741,6855.4861242657325,-67.79352105228607,18
1718079945810,2024-06-11 07:25:45,57.0,-107.0,38.8,-318,6791,1,0,26745,6908.185651819152,-86.88825916442484,18
1718079949200,2024-06-11 07:25:49,-244.0,82.0,40.0,-242,6407,0,0,26749,6325.000316205525,89.98188275807004,18
1718079952810,2024-06-11 07:25:52,-44.0,224.0,38.4,-393,6360,0,0,26752,6145.917099994109,-86.74466983079195,18
1718079957470,2024-06-11 07:25:57,93.0,-186.0,37.2,1728,6474,0,0,26757,6857.756557358974,76.20692018413354,18
1718079960983,2024-06-11 07:26:00,-57.0,51.0,38.1,1260,6552,1,0,26760,6633.060379643774,78.547768561295,18
1718079964803,2024-06-11 07:26:04,-102.0,-105.0,37.2,1440,6434,1,0,26764,6718.354337187046,76.73115717832536,18
1718079969028,2024-06-11 07:26:09,140.0,-222.0,38.0,3255,5791,0,0,26769,6771.956438135142,62.613845000113855,18
1718079972680,2024-06-11 07:26:12,-126.0,-84.0,36.5,3386,5839,0,0,26772,6885.932979633189,59.33448534894484,18
1718079976685,2024-06-11 07:26:16,-40.0,-236.0,38.5,3227,5910,0,0,26776,6960.35954531086,62.00644082434462,18
1718079980697,2024-06-11 07:26:20,132.0,22.0,38.0,5453,4362,0,0,26780,6866.486801851439,39.20192887258335,18
1718079984471,2024-06-11 07:26:24,69.0,57.0,39.2,4861,4487,1,0,26784,6525.960772177535,42.75206800031134,18
1718079988125,2024-06-11 07:26:28,113.0,10.0,37.9,5058,4400,1,0,26788,6612.497637050617,41.59756082983094,18
1718079992667,2024-06-11 07:26:32,17.0,-135.0,41.3,6550,2230,1,0,26792,6947.899970494682,19.900674718132052,18
1718079996284,2024-06-11 07:26:36,68.0,-141.0,37.8,6269,2291,1,0,26796,6660.857677506704,21.414853734428476,18
1718080000134,2024-06-11 07:26:40,-39.0,41.0,38.6,6275,2355,1,0,26800,6724.670400844937,20.127237387279052,18
1718080131688,2024-06-11 07:28:51,14.0,37.0,34.2,205,4335,1,0,26931,4302.241857450601,87.45549127624862,19
1718080138533,2024-06-11 07:28:58,54.0,99.0,35.2,132,4334,1,0,26938,4235.718238976715,88.94484874355676,19
1718080144775,2024-06-11 07:29:04,-31.0,-27.0,35.2,294,4275,1,0,26944,4314.25880076752,85.67972475765899,19
1718080151924,2024-06-11 07:29:11,11.0,49.0,32.8,289,4289,1,0,26951,4249.103905531141,86.24871208703594,19
1718080158292,2024-06-11 07:29:18,-31.0,148.0,36.4,311,4448,0,0,26958,4313.579024429714,85.45255944678104,19
1718080164752,2024-06-11 07:29:24,-45.0,-26.0,36.3,161,4346,1,0,26964,4376.850465803007,87.30233128953887,19
1718080171590,2024-06-11 07:29:31,-42.0,-57.0,35.1,285,4393,1,0,26971,4461.998319139083,85.79727958156624,19
1718080178110,2024-06-11 07:29:38,-27.0,53.0,35.7,315,4326,1,0,26978,4286.664554172627,85.42394698259096,19
1718080184629,2024-06-11 07:29:44,-29.0,-70.0,35.9,233,4279,1,0,26984,4356.8847815842,86.55245499351965,19
1718080191259,2024-06-11 07:29:51,-32.0,-51.0,34.6,336,4350,1,0,26991,4416.358794301024,85.22019740912519,19
1718080276904,2024-06-11 07:31:16,-24.0,-67.0,34.9,235,4328,1,0,27076,4402.624898852956,86.62742566737333,20
1718080283153,2024-06-11 07:31:23,-26.0,108.0,34.0,251,4238,1,0,27083,4139.278801917068,86.16290630877036,20
1718080289879,2024-06-11 07:31:29,-1.0,-28.0,34.3,271,4298,1,0,27089,4334.5426517684655,86.40222753212586,20
1718080296471,2024-06-11 07:31:36,-52.0,56.0,36.4,257,4313,1,0,27096,4268.199854739701,85.8483908144933,20
1718080303307,2024-06-11 07:31:43,20.0,-43.0,34.6,278,4218,1,0,27103,4268.8036965876045,86.53501859400899,20
1718080310017,2024-06-11 07:31:50,-99.0,31.0,33.9,286,4317,1,0,27110,4303.257022302991,84.86704852033897,20
1718080317079,2024-06-11 07:31:57,26.0,-53.0,32.7,250,4313,1,0,27117,4371.74244438073,87.06298411898919,20
1718169449353,2024-06-12 08:17:29,10.0,-24.0,33.6,-2627,3178,1,0,29849,4148.0806404890445,-50.52691295378956,21
1718169577032,2024-06-12 08:19:37,-18.0,-5.0,37.0,-3333,692,1,0,29977,3387.4819556714983,-11.87384910237359,22
1718169580460,2024-06-12 08:19:40,17.0,-21.0,39.0,-3615,619,1,0,29980,3687.9566157968834,-9.993580259268231,22
1718169584078,2024-06-12 08:19:44,-98.0,-33.0,40.1,-3631,601,1,0,29984,3589.435192338761,-10.173496577636651,22
1718169598806,2024-06-12 08:19:58,-172.0,15.0,36.9,-2714,2876,0,0,29998,3827.1510291599416,-48.37889329413694,22
1718169602559,2024-06-12 08:20:02,-164.0,-29.0,36.3,-2641,2772,0,0,30002,3739.134926690932,-48.512801592158254,22
1718169606577,2024-06-12 08:20:06,-8.0,-23.0,38.3,-2663,2880,1,0,30006,3934.0099135614796,-47.55486405225778,22
1718169610513,2024-06-12 08:20:10,-77.0,41.0,37.7,-1595,3674,1,0,30010,3937.3865697947413,-67.3230474930918,22
1718169614222,2024-06-12 08:20:14,-159.0,255.0,34.4,-1691,3553,0,0,30014,3636.458166953114,-65.08400273000254,22
1718169618205,2024-06-12 08:20:18,88.0,-204.0,32.1,-1470,3500,0,0,30018,4018.3304991003415,-67.18709513775423,22
1718169622320,2024-06-12 08:20:22,-31.0,85.0,38.0,-192,3810,1,0,30022,3728.4777054449446,-87.52513214163017,22
1718169626223,2024-06-12 08:20:26,-11.0,117.0,32.9,-279,3739,1,0,30026,3631.9014303805106,-85.76826671050175,22
1718169629963,2024-06-12 08:20:29,29.0,-89.0,37.7,-163,3760,1,0,30029,3853.7858010013997,-87.14427675716301,22
1718169634068,2024-06-12 08:20:34,18.0,-145.0,34.8,654,3774,1,0,30034,3970.2716531743768,80.7820434030332,22
1718169637987,2024-06-12 08:20:37,28.0,-52.0,31.2,741,3573,1,0,30037,3694.454492885249,78.87255691689465,22
1718169641849,2024-06-12 08:20:41,40.0,190.0,35.0,633,3646,1,0,30041,3506.506095816746,80.26367877844389,22
1718169645984,2024-06-12 08:20:45,66.0,27.0,32.5,1897,3387,1,0,30045,3826.50767672038,61.41224545549986,22
1718169649904,2024-06-12 08:20:49,-129.0,-58.0,34.0,1931,3393,0,0,30049,4019.079621007775,59.16582192480551,22
1718169653575,2024-06-12 08:20:53,26.0,-7.0,33.8,2007,3430,1,0,30053,3967.030375482396,60.04193775383327,22
1718169657621,2024-06-12 08:20:57,-3.0,-126.0,35.5,3445,2662,1,0,30057,4434.145689983585,38.958473320421945,22
1718169661087,2024-06-12 08:21:01,259.0,64.0,34.1,3143,2770,0,0,30061,3954.7303321465547,43.17617104172814,22
1718169664848,2024-06-12 08:21:04,-101.0,-109.0,33.7,3416,2770,1,0,30064,4545.0995588655705,39.30359820671322,22
1718169669176,2024-06-12 08:21:09,120.0,-105.0,36.4,3989,1547,0,0,30069,4206.930591298126,23.121693074908222,22
1718169673013,2024-06-12 08:21:13,-102.0,5.0,35.4,4102,1496,1,0,30073,4460.571375956224,19.527673490399593,22
1718169676895,2024-06-12 08:21:16,87.0,-45.0,34.5,3961,1410,1,0,30076,4138.2243776769765,20.585214095396935,22
1718169695938,2024-06-12 08:21:35,-80.0,-108.0,40.3,-4611,949,1,0,30095,4652.656230584847,-13.131224055824054,22
1718169699641,2024-06-12 08:21:39,-199.0,42.0,40.9,-4573,942,0,0,30099,4465.632765913471,-11.626980982306023,22
1718169703265,2024-06-12 08:21:43,70.0,-102.0,38.3,-4662,962,1,0,30103,4850.14638954331,-12.67231593632356,22
1718169707419,2024-06-12 08:21:47,-34.0,18.0,48.4,-2747,1565,1,1,30107,3123.0718851797183,-29.692543929998646,22
1718169711031,2024-06-12 08:21:51,-8.0,-49.0,47.2,-2540,1617,1,1,30111,3030.93714880398,-33.34403206929184,22
1718169714459,2024-06-12 08:21:54,16.0,-37.0,43.1,-2707,1599,1,1,30114,3176.6688527449633,-30.99778198694338,22
1718169718817,2024-06-12 08:21:58,-184.0,160.0,37.6,-3670,3689,0,0,30118,4960.447258060507,-45.35120280298248,22
1718169722488,2024-06-12 08:22:02,89.0,-191.0,39.7,-3584,3762,0,0,30122,5396.0298368337435,-47.10275570097171,22
1718169726157,2024-06-12 08:22:06,-174.0,129.0,37.0,-3727,3722,1,0,30126,5053.064218867597,-45.320711901030855,22
1718169729216,2024-06-12 08:22:09,-209.0,-461.0,39.7,-3238,5705,1,0,30129,6869.817828734616,-63.837776908953884,22
1718169734094,2024-06-12 08:22:14,-117.0,116.0,35.7,-2132,4618,0,0,30134,4932.365456857389,-65.88772002084804,22
1718169737638,2024-06-12 08:22:17,101.0,52.0,35.4,-2134,4531,0,0,30137,5005.663392598428,-63.48101885816605,22
1718169741953,2024-06-12 08:22:21,-43.0,95.0,36.6,-304,5223,1,0,30141,5134.637767165275,-87.08632888162398,22
1718169745628,2024-06-12 08:22:25,19.0,-51.0,33.4,-294,5029,1,0,30145,5089.633483857163,-86.4742250486564,22
1718169749321,2024-06-12 08:22:29,77.0,-21.0,34.2,-502,5014,1,0,30149,5068.181725234406,-83.44008437383269,22
1718169753383,2024-06-12 08:22:33,87.0,132.0,35.4,1235,5030,1,0,30153,5030.736327815243,76.80904276728758,22
1718169757063,2024-06-12 08:22:37,-56.0,-98.0,32.8,1133,4803,1,0,30157,5043.165870760152,76.36330221395006,22
1718169761044,2024-06-12 08:22:41,8.0,134.0,32.5,1190,4805,1,0,30161,4818.232559767119,75.79936256900662,22
1718169765204,2024-06-12 08:22:45,32.0,88.0,37.4,2310,4718,1,0,30165,5160.0565888369865,63.80241541597961,22
1718169769018,2024-06-12 08:22:49,21.0,33.0,33.1,2439,4398,1,0,30169,4989.984869716541,61.01565638364771,22
1718169772724,2024-06-12 08:22:52,-64.0,-120.0,34.0,2450,4352,1,0,30172,5130.202725039236,60.656847517738214,22
1718169776497,2024-06-12 08:22:56,21.0,-88.0,36.6,3931,3285,1,0,30176,5163.838591590562,40.78302111314022,22
1718169780289,2024-06-12 08:23:00,-204.0,-244.0,36.2,4004,3295,0,0,30180,5498.34384155811,40.06440968316599,22
1718169784042,2024-06-12 08:23:04,167.0,170.0,36.7,3909,3383,0,0,30184,4932.132702999788,40.65043554166843,22
1718169788321,2024-06-12 08:23:08,-68.0,-182.0,39.7,5043,1749,0,0,30188,5463.614371457781,20.697194751824213,22
1718169792110,2024-06-12 08:23:12,-46.0,-53.0,37.3,4941,1677,1,0,30192,5278.548001107881,19.131759667297104,22
1718169796104,2024-06-12 08:23:16,30.0,-17.0,37.7,4814,1689,1,0,30196,5079.083775643005,19.626506389176967,22
1718169825373,2024-06-12 08:23:45,92.0,59.0,40.4,-5406,1201,0,0,30225,5615.35110211285,-11.734160026698875,22
1718169828922,2024-06-12 08:23:48,35.0,-19.0,39.5,-5622,1188,1,0,30228,5784.332113563329,-12.0442542839181,22
1718169832530,2024-06-12 08:23:52,129.0,-11.0,40.2,-5467,1209,0,0,30232,5727.444107103971,-12.298775135991143,22
1718169836480,2024-06-12 08:23:56,-12.0,-129.0,39.9,-5402,2367,1,0,30236,5939.875082861591,-24.847900497118843,22
1718169840040,2024-06-12 08:24:00,0.0,-123.0,38.7,-5198,2143,1,0,30240,5670.446190556789,-23.554163683821084,22
1718169843991,2024-06-12 08:24:03,17.0,-21.0,39.1,-5370,2314,1,0,30243,5871.285549179157,-23.434363737337563,22
1718169847945,2024-06-12 08:24:07,21.0,-154.0,34.8,-3581,4498,1,0,30247,5883.494539812203,-52.249717022713206,22
1718169851614,2024-06-12 08:24:11,21.0,-69.0,38.4,-3608,4479,1,0,30251,5818.4143028835615,-51.41247272638401,22
1718169855247,2024-06-12 08:24:15,66.0,-125.0,35.4,-3609,4317,1,0,30255,5765.152990164268,-50.39802422027329,22
1718169859739,2024-06-12 08:24:19,17.0,111.0,37.1,-1750,5254,1,0,30259,5438.08219871675,-71.03862186654796,22
1718169863524,2024-06-12 08:24:23,-67.0,-29.0,37.7,-1935,5286,1,0,30263,5633.706506377484,-70.63555992581678,22
1718169867343,2024-06-12 08:24:27,-119.0,74.0,37.2,-1882,5198,1,0,30267,5418.813984628002,-71.01334347747499,22
1718169871475,2024-06-12 08:24:31,-42.0,292.0,36.7,283,5463,0,0,30271,5181.203142128284,86.40366132047508,22
1718169875512,2024-06-12 08:24:35,-47.0,-104.0,35.1,-79,5685,1,0,30275,5789.088442924326,-89.6832879132033,22
1718169879229,2024-06-12 08:24:39,8.0,-149.0,35.6,-179,5610,1,0,30279,5762.035230714925,-88.14020705540536,22
1718169883008,2024-06-12 08:24:43,140.0,114.0,37.1,1403,5570,1,0,30283,5600.277225280905,76.9662745139261,22
1718169886650,2024-06-12 08:24:46,-37.0,143.0,37.2,1463,5632,0,0,30286,5690.265459537015,74.7157384223468,22
1718169890515,2024-06-12 08:24:50,131.0,104.0,34.6,1403,5264,1,0,30290,5314.469305584519,76.15202238083998,22
1718169894552,2024-06-12 08:24:54,72.0,-19.0,35.7,2965,4845,1,0,30294,5659.323722848871,59.25675100064883,22
1718169898135,2024-06-12 08:24:58,-112.0,-59.0,36.7,2977,4896,1,0,30298,5839.002140777138,58.060145203199085,22
1718169902136,2024-06-12 08:25:02,31.0,-83.0,37.5,3154,4804,1,0,30302,5799.646368529723,57.4196990012167,22
1718169906386,2024-06-12 08:25:06,179.0,72.0,37.3,4446,4042,0,0,30306,5828.22348576305,42.93499116640254,22
1718169910255,2024-06-12 08:25:10,-97.0,-55.0,37.2,4297,3971,1,0,30310,5959.5227996879075,42.49745403444342,22
1718169913872,2024-06-12 08:25:13,84.0,-41.0,37.7,4467,3939,1,0,30313,5920.396017159663,42.24113939788285,22
1718169917796,2024-06-12 08:25:17,-33.0,-59.0,37.7,5642,1314,1,0,30317,5838.72880000433,13.600696353546113,22
1718169921397,2024-06-12 08:25:21,66.0,-53.0,36.8,5714,1640,1,0,30321,5896.2829816758285,16.686213793288687,22
1718169925655,2024-06-12 08:25:25,41.0,-82.0,37.7,5687,1688,1,0,30325,5916.943129691209,17.406014017231854,22
1718169946809,2024-06-12 08:25:46,25.0,-61.0,42.9,-6381,1454,1,0,30346,6582.709244680339,-13.305808826893147,22
1718169950474,2024-06-12 08:25:50,177.0,-209.0,43.3,-6502,1470,0,0,30350,6886.804919554495,-14.110902479799933,22
1718169954153,2024-06-12 08:25:54,3.0,-151.0,41.5,-6257,1480,1,0,30354,6468.984541641756,-14.603361004270674,22
1718169958683,2024-06-12 08:25:58,-56.0,87.0,42.9,-6122,2538,1,0,30358,6542.458024320828,-22.001436514307912,22
1718169962076,2024-06-12 08:26:02,-161.0,62.0,45.3,-6231,2354,0,0,30362,6488.309795316497,-20.686272071936152,22
1718169966125,2024-06-12 08:26:06,-97.0,34.0,42.3,-6215,2417,1,0,30366,6565.714964876255,-21.28123073589725,22
1718169970053,2024-06-12 08:26:10,-38.0,-185.0,40.3,-4513,5387,0,0,30370,7146.5242600861575,-51.23125977887262,22
1718169973680,2024-06-12 08:26:13,119.0,-63.0,39.1,-4222,5213,0,0,30373,6832.309785131233,-50.55305300488322,22
1718169977316,2024-06-12 08:26:17,-151.0,116.0,41.1,-4197,5094,0,0,30377,6414.873342475283,-50.89660958058492,22
1718169981166,2024-06-12 08:26:21,-5.0,232.0,38.3,-2114,6213,0,0,30381,6341.943077637957,-70.57650277467366,22
1718169984996,2024-06-12 08:26:24,-156.0,25.0,38.7,-2573,6636,0,0,30384,7038.977908759197,-69.91744709274728,22
1718169988809,2024-06-12 08:26:28,34.0,26.0,36.3,-2389,5982,1,0,30388,6429.997278382006,-67.86268945697124,22
1718169992874,2024-06-12 08:26:32,209.0,-63.0,35.8,-88,6500,0,0,30392,6569.716736663766,-87.40892206022372,22
1718169996515,2024-06-12 08:26:36,-149.0,44.0,41.1,-133,6726,0,0,30396,6682.019155913877,89.8628059383182,22
