HitTime,HitLocalTime,HitX,HitY,Arc,OriginX,OriginY,Made,HitBackboard,TimeInSeconds,ShotDistance,ShotAngle,Corner_Right,Wing_Right,TOP,Wing_Left,Corner_Left,ClusterID,Norm_ShotDistance,Norm_ShotAngle,Norm_TimeInSeconds,Norm_HitX,Norm_HitY,Norm_OriginX,Norm_OriginY
1627485104496,2021-07-28 18:11:44,99.0,-52.0,44.8,-3577,56,1,0,65504,3677.5861648641217,-1.6828522013902463,0,0,1,0,0,1,-1.5416506561359526,-0.2476059743143119,1.7573456970938832,1.0752836174744647,-0.7219822223109066,-0.9170746214313157,-1.8856357984970997
1627485108448,2021-07-28 18:11:48,66.0,101.0,39.7,-3380,398,1,1,65508,3458.775072189575,-4.925971732087179,0,0,1,0,0,1,-1.7200837503276312,-0.30325078403199807,1.7575838308455194,0.7371442005373021,0.7518642607433931,-0.8660479404891464,-1.7107213627147586
1627485112261,2021-07-28 18:11:52,101.0,78.0,41.6,-3610,476,1,1,65512,3732.281473844115,-6.1215001560015185,0,0,1,0,0,1,-1.4970484693830806,-0.32376342657604357,1.7578219645971556,1.0957769154706565,0.5303056391077794,-0.9256222380358415,-1.670828596659137
1627485115833,2021-07-28 18:11:55,-69.0,-152.0,48.7,-3423,-55,0,0,65515,3355.402360373492,-1.6565718228663442,0,0,1,0,0,1,-1.8043807235700398,-0.2471550607268139,1.758000564910883,-0.6461534142056359,-1.6852805772483572,-0.8771857439435286,-1.9424062732685612
1627485119449,2021-07-28 18:11:59,6.0,-36.0,47.8,-3327,378,1,1,65519,3358.6135532388957,-7.080581341569362,0,0,1,0,0,1,-1.8017621036819131,-0.34021915371455785,1.7582386986625191,0.12234526065155187,-0.5678544855209144,-0.8523199501849079,-1.720950277087995
1627485123049,2021-07-28 18:12:03,41.0,20.0,47.5,-3326,479,1,1,65523,3398.142139463857,-7.762887886413185,0,0,1,0,0,1,-1.7695278697455508,-0.3519260357759809,1.7584768324141553,0.4809779755849062,-0.02840740675594206,-0.8520609314999223,-1.6692942595031515
1627485126666,2021-07-28 18:12:06,-1.0,70.0,48.8,-3198,581,1,1,65526,3237.580887020431,-9.081190008362428,0,0,1,0,0,1,-1.9004601763785791,-0.3745452053847321,1.7586554327278825,0.050618717664881,0.4532417707127833,-0.8189065398217615,-1.6171267961996463
1627485162554,2021-07-28 18:12:42,-89.0,93.0,44.8,-1102,2972,1,0,65562,3052.0173656124566,-70.61515637836247,1,0,0,0,0,1,-2.05178099329519,-1.4303329484585559,1.760798636492609,-0.8510863941675527,0.6748003923483971,-0.27600337609187897,-0.3942600828792442
1627485339110,2021-07-28 18:15:39,2.0,-30.0,38.4,23,3315,1,0,65739,3345.0659186329945,89.64030028026629,0,0,0,0,1,2,-1.812809744512923,1.3192987896211053,1.7713360550025135,0.08135866465916851,-0.5100565842246675,0.015392644516955904,-0.21883420137824128
1627485343467,2021-07-28 18:15:43,-48.0,17.0,38.3,-57,3294,1,0,65743,3277.0123588415104,-89.84264244152789,1,0,0,0,0,2,-1.868305135975613,-1.7602343884786784,1.7715741887541496,-0.43097378524562335,-0.05730635740406558,-0.005328850281894575,-0.2295745614701394
1627485347583,2021-07-28 18:15:47,4.0,-48.0,41.4,-165,3497,1,0,65747,3549.0260635842055,-87.27061742277382,1,0,0,0,0,2,-1.6464870992092038,-1.7161040869578639,1.771812322505786,0.10185196265536019,-0.6834502881134085,-0.033302868260342726,-0.12575108058179077
1627485351564,2021-07-28 18:15:51,26.0,43.0,43.1,-68,3447,1,0,65751,3405.297637505421,-88.41820361552979,1,0,0,0,0,2,-1.763692801511886,-1.7357941460895503,1.7720504562574222,0.3272782406134686,0.1931512148796716,-0.008178055816736515,-0.15132336651488157
1627485355886,2021-07-28 18:15:55,4.0,-91.0,52.7,-236,3322,1,0,65755,3421.4279182820733,-85.97761830147186,1,0,0,0,0,2,-1.7505390995035532,-1.6939190612784307,1.7722885900090584,0.10185196265536019,-1.0976685807365123,-0.051693194894322524,-0.21525408134760857
1627485363848,2021-07-28 18:16:03,23.0,-101.0,43.3,-124,3262,1,0,65763,3366.2112233191783,-87.49713898451617,1,0,0,0,0,2,-1.7955664590073135,-1.7199906995482415,1.772764857512331,0.2965382936191811,-1.1939984162302575,-0.022683102175931853,-0.24594082446731752
1627485368244,2021-07-28 18:16:08,-15.0,216.0,48.0,-45,3667,1,0,65768,3451.1303945229306,-89.50193274742998,1,0,0,0,0,2,-1.7263177281094901,-1.754388558277972,1.7730625247018763,-0.09283436830846072,1.8596573689214615,-0.002220626062067003,-0.038805308409282036
1627485372331,2021-07-28 18:16:12,-10.0,178.0,41.2,-142,3776,1,0,65772,3600.4205309935674,-87.89892926612067,1,0,0,0,0,2,-1.6045766378514439,-1.7268845385062812,1.7733006584535125,-0.04160112331798154,1.4936039940452301,-0.02734543850567321,0.016942274924855914
1627485376889,2021-07-28 18:16:16,63.0,122.0,44.2,-364,3679,1,0,65776,3582.5379272242185,-83.15468592357838,1,0,0,0,0,2,-1.6191593003836158,-1.6454837404316465,1.7735387922051489,0.7064042535430146,0.9541569152802578,-0.08484758657248329,-0.03266795978534024
1627485381709,2021-07-28 18:16:21,-40.0,19.0,42.4,-88,3405,1,0,65781,3386.340207362515,-89.18782834827886,1,0,0,0,0,2,-1.7791519488383543,-1.74899921651711,1.773836459394694,-0.34900059326085664,-0.038040390305316564,-0.013358429516449135,-0.17280408669867783
1627485663343,2021-07-28 18:21:03,-166.0,-97.0,45.7,3463,-388,0,0,66063,3640.648568593239,-4.584588878379918,0,0,1,0,0,3,-1.5717720248200335,-0.2973934038905578,1.7906248888850504,-1.6400783670209322,-1.1554664820327594,0.9064169208675265,-2.1127176975829465
1627485667180,2021-07-28 18:21:07,-112.0,-67.0,52.1,3122,671,1,1,66067,3317.1373200396756,12.854795481726228,0,0,1,0,0,3,-1.8355845782863434,0.0018281373220047532,1.7908630226366866,-1.086759321123757,-0.8664769755515241,0.8180915492874263,-1.5710966815200829
1627485670884,2021-07-28 18:21:10,-125.0,60.0,50.0,3244,508,1,1,66070,3398.656352148596,7.574590793507809,0,0,1,0,0,3,-1.7691085465782967,-0.08876858054957137,1.7910416229504138,-1.2199657580990029,0.35691193521903825,0.8496918288556733,-1.6544623336619588
1627485674440,2021-07-28 18:21:14,361.0,-53.0,56.8,3267,712,0,1,66074,3005.005990010669,14.748415203497274,0,0,1,0,0,3,-2.0901171905523865,0.03431849362810245,1.7912797567020502,3.759905654975574,-0.7316152058602811,0.8556492586103428,-1.5501274070549484
1627485677927,2021-07-28 18:21:17,212.0,-6.0,51.6,3292,621,1,1,66077,3143.1718056765526,11.506554143881829,0,0,1,0,0,3,-1.977447610141994,-0.021304723489248847,1.7914583570157774,2.233154954259294,-0.2788649790396793,0.8621247257349836,-1.5966689674531738
1627485682228,2021-07-28 18:21:22,-113.0,-4.0,46.2,3292,487,1,1,66082,3440.2188883848657,8.205472899533248,0,0,1,0,0,3,-1.7352156947468684,-0.07794402893752064,1.7917560242053228,-1.0970059701218529,-0.2595990119409302,0.8621247257349836,-1.665202693753857
1627485685730,2021-07-28 18:21:25,226.0,25.0,41.4,3444,621,0,1,66085,3272.72669191914,10.492752150415043,0,0,1,0,0,3,-1.8717999533556937,-0.038699339532200346,1.79193462451905,2.376608040232636,0.01975751099093048,0.9014955658527994,-1.5966689674531738
1627485689777,2021-07-28 18:21:29,-156.0,-115.0,47.7,2991,-187,0,0,66089,3147.823533808717,-1.3106376109400628,0,0,1,0,0,3,-1.9736542821447012,-0.24121958927247036,1.7921727582706861,-1.5376118770399738,-1.3288601859215006,0.7841601015543086,-2.009917108131921
1627485694597,2021-07-28 18:21:34,-97.0,7.0,50.6,3199,505,1,1,66094,3333.4096657926702,8.591959049832894,0,0,1,0,0,3,-1.8223150270630775,-0.0713127752669773,1.7924704254602315,-0.9330595861523193,-0.15363619289781066,0.8380359880313198,-1.6559966708179443
1627485742119,2021-07-28 18:22:22,-169.0,54.0,39.4,25,4392,1,0,66142,4342.335776975337,87.43937760561057,0,0,0,0,1,3,-0.9995696825349285,1.2815357894370694,1.7953280304798667,-1.6708183140152197,0.2991140339227912,0.015910681886927167,0.3319928376205346
1627485748025,2021-07-28 18:22:28,-16.0,166.0,40.1,181,4550,1,0,66148,4388.423976782553,87.42708018686393,0,0,0,0,1,3,-0.961986304120208,1.281324792734759,1.795685231107321,-0.10308101730655655,1.378008191452736,0.0563175967446856,0.41280126116910154
1627485753601,2021-07-28 18:22:33,61.0,-37.0,40.8,-30,4549,1,0,66153,4586.902767663601,-88.86322900564413,1,0,0,0,0,3,-0.8001335188914264,-1.743429804571472,1.7959828982968662,0.6859109555468229,-0.577487469070289,0.0016646542127174621,0.4122898154504397
1627485758890,2021-07-28 18:22:38,10.0,23.0,35.4,164,4372,1,0,66158,4351.725749630829,87.97197864574287,0,0,0,0,1,3,-0.991912475330233,1.2906740537696315,1.7962805654864116,0.1633318566439352,0.0004915438921814638,0.05191427909992987,0.32176392324729824
1627485763552,2021-07-28 18:22:43,-59.0,230.0,37.1,-73,4781,0,0,66163,4551.021533677906,-89.82374458736571,1,0,0,0,0,3,-0.829393459624897,-1.7599101427982546,1.796578232675957,-0.5436869242246776,1.9945191386127046,-0.009473149241664671,0.530945222179981
1627485768209,2021-07-28 18:22:48,-25.0,31.0,37.8,96,4458,1,0,66168,4428.653294174201,88.4343655508585,0,0,0,0,1,3,-0.9291806474614411,1.2986075977255584,1.7968758998655023,-0.1953008582894191,0.07755541228717752,0.034301008520906964,0.3657482550522144
1627485813430,2021-07-28 18:23:33,-65.0,-120.0,40.5,-4835,-572,0,0,66213,4791.367654438553,5.413122291508923,0,0,1,0,0,3,-0.6333992735893835,-0.12585463376656572,1.79955490457141,-0.6051668182132526,-1.377025103668373,-1.2429201271432395,-2.2068237098167205
1627485818312,2021-07-28 18:23:38,162.0,94.0,37.0,-4830,1031,0,1,66218,5079.176409616031,-10.630742591090087,0,0,1,0,0,3,-0.398700903894954,-0.4011321251073303,1.7998525717609555,1.7208225043545022,0.6844333758977715,-1.2416250337183112,-1.3869762228018292
1627485824045,2021-07-28 18:23:44,26.0,-28.0,38.8,-4828,1340,1,1,66224,5043.088339499914,-15.739397908118333,0,0,1,0,0,3,-0.42812951254324944,-0.4887854324672949,1.8002097723884098,0.3272782406134686,-0.4907906171259184,-1.24110699634834,-1.228939495735328
1627485829400,2021-07-28 18:23:49,30.0,101.0,36.0,-5178,1210,1,1,66229,5324.767131058409,-12.021107326888481,0,0,1,0,0,3,-0.1984299222180381,-0.42498773093048564,1.8005074395779552,0.36826483660585196,0.7518642607433931,-1.3317635360933109,-1.295427439161364
1627485834841,2021-07-28 18:23:54,57.0,2.0,39.3,-5104,1198,1,1,66234,5297.767171176929,-13.047307396442184,0,0,1,0,0,3,-0.22044748232350034,-0.4425950707346775,1.8008051067675006,0.6449243595544396,-0.2018011106446832,-1.3125961534043742,-1.3015647877853058
1627485840164,2021-07-28 18:24:00,-55.0,39.0,39.0,-4994,1256,1,1,66240,5086.728811328554,-13.842280524838605,0,0,1,0,0,3,-0.3925421740532804,-0.4562350639700753,1.801162307394955,-0.5027003282322942,0.1546192806821736,-1.2841040980559548,-1.2719009361029205
1627485845429,2021-07-28 18:24:05,-60.0,36.0,39.0,-4881,1607,1,1,66245,5070.511019611337,-18.049028241114552,0,0,1,0,0,3,-0.4057672382933429,-0.5284136173619024,1.8014599745845004,-0.5539335732227734,0.12572033003405006,-1.2548349866525785,-1.0923834888526232
1627485854883,2021-07-28 18:24:14,64.0,138.0,28.7,-3306,2084,0,0,66254,3891.5056212216887,-30.004202554547124,0,1,0,0,0,3,-1.3672065270055531,-0.7335381567185406,1.801995775525682,0.7166509025411104,1.1082846520702498,-0.8468805578002098,-0.8484238810509368
1627485864932,2021-07-28 18:24:24,99.0,21.0,44.0,-3448,2269,1,0,66264,4199.37054807027,-32.36550187813831,0,1,0,0,0,3,-1.1161530231852812,-0.7740528680340056,1.8025911099047724,1.0752836174744647,-0.01877442320656755,-0.8836612110681693,-0.7538064230985009
1627485884058,2021-07-28 18:24:44,11.0,51.0,37.5,-2995,2338,1,0,66284,3777.0894879523307,-37.264302395039095,0,1,0,0,0,3,-1.4605090393926405,-0.858105527835067,1.8037817786629537,0.17357850564203106,0.2702150832746677,-0.7663257467696785,-0.7185166685108355
1627485895323,2021-07-28 18:24:55,13.0,-45.0,38.8,-3108,2464,1,0,66295,4004.4627604711222,-38.796114792709695,0,1,0,0,0,3,-1.2750937752206373,-0.8843880649370084,1.8044366464799535,0.1940718036382227,-0.6545513374652849,-0.7955948581730548,-0.6540745079594468
1627485906067,2021-07-28 18:25:06,27.0,-20.0,38.4,-3297,2626,1,0,66306,4248.5635219447995,-38.520802445072704,0,1,0,0,0,3,-1.0760378058366877,-0.879664309598303,1.8050915142969532,0.33752488961156446,-0.41372674873092236,-0.844549389635339,-0.5712203015362325
1627485940171,2021-07-28 18:25:40,-18.0,53.0,42.9,-6699,479,1,1,66340,6694.567723161817,-3.648406514489708,0,0,1,0,0,3,0.9185964363959854,-0.28133057024947716,1.8071156511858615,-0.12357431530274823,0.2894810503734167,-1.7257309559564558,-1.6692942595031515
