HitTime,HitLocalTime,HitX,HitY,Arc,OriginX,OriginY,Made,HitBackboard
1717368113627,Mon Jun 03 2024 01:41:53 GMT+0300 (Israel Daylight Time),-4.0,-139.0,40.7,90,2480,TRUE,FALSE
1717368119720,Mon Jun 03 2024 01:41:59 GMT+0300 (Israel Daylight Time),-29.0,-88.0,34.6,141,2574,TRUE,FALSE
1717368125292,Mon Jun 03 2024 01:42:05 GMT+0300 (Israel Daylight Time),-110.0,-36.0,41.3,181,2559,TRUE,FALSE
1717368132378,Mon Jun 03 2024 01:42:12 GMT+0300 (Israel Daylight Time),-60.0,52.0,42.1,72,2500,TRUE,FALSE
1717368139327,Mon Jun 03 2024 01:42:19 GMT+0300 (Israel Daylight Time),-41.0,-182.0,44.7,97,2456,TRUE,FALSE
1717368145015,Mon Jun 03 2024 01:42:25 GMT+0300 (Israel Daylight Time),37.0,-308.0,43.8,58,2332,FALSE,FALSE
1717368150200,Mon Jun 03 2024 01:42:30 GMT+0300 (Israel Daylight Time),-5.0,60.0,39.5,24,2182,TRUE,FALSE
1717368156144,Mon Jun 03 2024 01:42:36 GMT+0300 (Israel Daylight Time),-21.0,-103.0,34.2,26,2482,TRUE,FALSE
1717368160883,Mon Jun 03 2024 01:42:40 GMT+0300 (Israel Daylight Time),100.0,-138.0,43.7,-43,2577,TRUE,FALSE
1717368169696,Mon Jun 03 2024 01:42:49 GMT+0300 (Israel Daylight Time),-3.0,-102.0,42.8,-96,2696,TRUE,FALSE
1717368175818,Mon Jun 03 2024 01:42:55 GMT+0300 (Israel Daylight Time),2.0,49.0,42.5,85,2750,TRUE,FALSE
1717368181465,Mon Jun 03 2024 01:43:01 GMT+0300 (Israel Daylight Time),78.0,-102.0,37.6,183,2635,TRUE,FALSE
1717368189851,Mon Jun 03 2024 01:43:09 GMT+0300 (Israel Daylight Time),-103.0,20.0,38.6,4,2896,TRUE,FALSE
1717368195601,Mon Jun 03 2024 01:43:15 GMT+0300 (Israel Daylight Time),16.0,106.0,39.5,27,2586,TRUE,FALSE
1717368203733,Mon Jun 03 2024 01:43:23 GMT+0300 (Israel Daylight Time),54.0,-145.0,45.6,58,2636,TRUE,FALSE
1717368211499,Mon Jun 03 2024 01:43:31 GMT+0300 (Israel Daylight Time),136.0,7.0,39.4,-147,2685,TRUE,FALSE
1717368225197,Mon Jun 03 2024 01:43:45 GMT+0300 (Israel Daylight Time),111.0,-225.0,37.0,311,3421,FALSE,FALSE
1717368234870,Mon Jun 03 2024 01:43:54 GMT+0300 (Israel Daylight Time),-14.0,23.0,44.0,319,3468,TRUE,FALSE
1717368242518,Mon Jun 03 2024 01:44:02 GMT+0300 (Israel Daylight Time),-183.0,-50.0,39.3,276,3815,FALSE,FALSE
1717368252460,Mon Jun 03 2024 01:44:12 GMT+0300 (Israel Daylight Time),-32.0,-296.0,40.4,125,3344,FALSE,FALSE
1717368260566,Mon Jun 03 2024 01:44:20 GMT+0300 (Israel Daylight Time),-57.0,92.0,42.4,414,3539,FALSE,FALSE
1717368265523,Mon Jun 03 2024 01:44:25 GMT+0300 (Israel Daylight Time),35.0,85.0,34.4,1190,1486,TRUE,TRUE
1717368273820,Mon Jun 03 2024 01:44:33 GMT+0300 (Israel Daylight Time),50.0,77.0,50.9,246,3576,TRUE,FALSE
1717368282811,Mon Jun 03 2024 01:44:42 GMT+0300 (Israel Daylight Time),-47.0,53.0,47.4,206,3413,TRUE,FALSE
1717368288637,Mon Jun 03 2024 01:44:48 GMT+0300 (Israel Daylight Time),61.0,339.0,46.8,87,3860,FALSE,FALSE
1717368295797,Mon Jun 03 2024 01:44:55 GMT+0300 (Israel Daylight Time),103.0,-286.0,40.6,-81,3485,FALSE,FALSE
1717368306915,Mon Jun 03 2024 01:45:06 GMT+0300 (Israel Daylight Time),-104.0,169.0,44.2,265,3849,FALSE,FALSE
1717368311113,Mon Jun 03 2024 01:45:11 GMT+0300 (Israel Daylight Time),26.0,-18.0,59.1,-769,874,TRUE,TRUE
1717368396775,Mon Jun 03 2024 01:46:36 GMT+0300 (Israel Daylight Time),24.0,303.0,39.4,236,4350,FALSE,FALSE
1717368402410,Mon Jun 03 2024 01:46:42 GMT+0300 (Israel Daylight Time),23.0,-4.0,37.5,208,4376,TRUE,FALSE
1717368408428,Mon Jun 03 2024 01:46:48 GMT+0300 (Israel Daylight Time),65.0,36.0,35.3,215,4263,TRUE,FALSE
1717368414198,Mon Jun 03 2024 01:46:54 GMT+0300 (Israel Daylight Time),22.0,58.0,33.6,306,4355,TRUE,FALSE
1717368420278,Mon Jun 03 2024 01:47:00 GMT+0300 (Israel Daylight Time),17.0,-116.0,36.0,215,4343,TRUE,FALSE
1717368426204,Mon Jun 03 2024 01:47:06 GMT+0300 (Israel Daylight Time),-73.0,134.0,38.9,315,4376,FALSE,FALSE
1717368431887,Mon Jun 03 2024 01:47:11 GMT+0300 (Israel Daylight Time),13.0,171.0,34.6,338,4493,TRUE,FALSE
1717368437978,Mon Jun 03 2024 01:47:17 GMT+0300 (Israel Daylight Time),-37.0,198.0,38.6,90,4397,FALSE,FALSE
1717368443804,Mon Jun 03 2024 01:47:23 GMT+0300 (Israel Daylight Time),-93.0,95.0,36.1,223,4491,FALSE,FALSE
1717368449580,Mon Jun 03 2024 01:47:29 GMT+0300 (Israel Daylight Time),-53.0,79.0,35.0,247,4234,TRUE,FALSE
1717368455596,Mon Jun 03 2024 01:47:35 GMT+0300 (Israel Daylight Time),-37.0,25.0,37.5,303,4350,TRUE,FALSE
1717368461852,Mon Jun 03 2024 01:47:41 GMT+0300 (Israel Daylight Time),-63.0,131.0,34.8,372,4316,TRUE,FALSE
1717368468065,Mon Jun 03 2024 01:47:48 GMT+0300 (Israel Daylight Time),-2.0,52.0,36.1,287,4375,TRUE,FALSE
1717368474253,Mon Jun 03 2024 01:47:54 GMT+0300 (Israel Daylight Time),-60.0,-65.0,33.6,284,4425,TRUE,FALSE
1717368479900,Mon Jun 03 2024 01:47:59 GMT+0300 (Israel Daylight Time),-103.0,152.0,41.5,237,4291,FALSE,FALSE
1717368485544,Mon Jun 03 2024 01:48:05 GMT+0300 (Israel Daylight Time),-42.0,153.0,36.6,222,4358,TRUE,FALSE
1717368491699,Mon Jun 03 2024 01:48:11 GMT+0300 (Israel Daylight Time),60.0,24.0,35.8,176,4436,TRUE,FALSE
1717368497708,Mon Jun 03 2024 01:48:17 GMT+0300 (Israel Daylight Time),37.0,167.0,39.1,307,4638,TRUE,FALSE
1717368503289,Mon Jun 03 2024 01:48:23 GMT+0300 (Israel Daylight Time),-71.0,140.0,34.3,302,4373,FALSE,FALSE
1717368509275,Mon Jun 03 2024 01:48:29 GMT+0300 (Israel Daylight Time),79.0,66.0,35.9,299,4377,TRUE,FALSE
1717368515018,Mon Jun 03 2024 01:48:35 GMT+0300 (Israel Daylight Time),5.0,148.0,35.3,223,4607,TRUE,FALSE
1717368521413,Mon Jun 03 2024 01:48:41 GMT+0300 (Israel Daylight Time),-6.0,66.0,36.2,349,4406,TRUE,FALSE
1717368526890,Mon Jun 03 2024 01:48:46 GMT+0300 (Israel Daylight Time),-14.0,29.0,39.7,258,4392,TRUE,FALSE
1717368532548,Mon Jun 03 2024 01:48:52 GMT+0300 (Israel Daylight Time),-4.0,11.0,37.6,301,4534,TRUE,FALSE
1717368538180,Mon Jun 03 2024 01:48:58 GMT+0300 (Israel Daylight Time),-85.0,141.0,39.8,100,4542,TRUE,FALSE
1717368544178,Mon Jun 03 2024 01:49:04 GMT+0300 (Israel Daylight Time),-10.0,198.0,36.4,185,4448,FALSE,FALSE
1717368550599,Mon Jun 03 2024 01:49:10 GMT+0300 (Israel Daylight Time),-18.0,153.0,37.4,254,4406,TRUE,FALSE
1717368556408,Mon Jun 03 2024 01:49:16 GMT+0300 (Israel Daylight Time),-17.0,30.0,36.5,221,4422,TRUE,FALSE
1717368563553,Mon Jun 03 2024 01:49:23 GMT+0300 (Israel Daylight Time),-1.0,150.0,41.0,210,4399,FALSE,FALSE
1717368568340,Mon Jun 03 2024 01:49:28 GMT+0300 (Israel Daylight Time),56.0,110.0,33.8,236,4584,TRUE,FALSE
1717368573541,Mon Jun 03 2024 01:49:33 GMT+0300 (Israel Daylight Time),30.0,83.0,34.6,276,4615,TRUE,FALSE
1717368580471,Mon Jun 03 2024 01:49:40 GMT+0300 (Israel Daylight Time),-10.0,151.0,39.4,169,4272,FALSE,FALSE
1717368585473,Mon Jun 03 2024 01:49:45 GMT+0300 (Israel Daylight Time),-53.0,85.0,33.9,241,4251,TRUE,FALSE
1717368591736,Mon Jun 03 2024 01:49:51 GMT+0300 (Israel Daylight Time),-23.0,-87.0,36.8,231,4463,TRUE,FALSE
1717368597525,Mon Jun 03 2024 01:49:57 GMT+0300 (Israel Daylight Time),-62.0,95.0,32.7,321,4324,TRUE,FALSE
1717368603578,Mon Jun 03 2024 01:50:03 GMT+0300 (Israel Daylight Time),-56.0,7.0,34.4,360,4409,TRUE,FALSE
1717368609731,Mon Jun 03 2024 01:50:09 GMT+0300 (Israel Daylight Time),-45.0,-108.0,32.0,325,4276,TRUE,FALSE
1717368616412,Mon Jun 03 2024 01:50:16 GMT+0300 (Israel Daylight Time),-21.0,13.0,36.8,222,4275,TRUE,FALSE
1717368622297,Mon Jun 03 2024 01:50:22 GMT+0300 (Israel Daylight Time),-17.0,108.0,34.9,243,4236,TRUE,FALSE
1717368627892,Mon Jun 03 2024 01:50:27 GMT+0300 (Israel Daylight Time),-3.0,49.0,33.3,276,4255,TRUE,FALSE
1717368633656,Mon Jun 03 2024 01:50:33 GMT+0300 (Israel Daylight Time),-20.0,126.0,37.7,164,4437,TRUE,FALSE
1717368640104,Mon Jun 03 2024 01:50:40 GMT+0300 (Israel Daylight Time),-34.0,42.0,37.9,125,4242,TRUE,FALSE
1717368645412,Mon Jun 03 2024 01:50:45 GMT+0300 (Israel Daylight Time),44.0,-169.0,33.1,255,4295,FALSE,FALSE
1717368651839,Mon Jun 03 2024 01:50:51 GMT+0300 (Israel Daylight Time),7.0,158.0,35.3,219,4338,TRUE,FALSE
1717368657411,Mon Jun 03 2024 01:50:57 GMT+0300 (Israel Daylight Time),16.0,155.0,37.0,233,4363,TRUE,FALSE
1717368663119,Mon Jun 03 2024 01:51:03 GMT+0300 (Israel Daylight Time),27.0,124.0,37.6,230,4512,TRUE,FALSE
1717368669832,Mon Jun 03 2024 01:51:09 GMT+0300 (Israel Daylight Time),-6.0,205.0,37.2,278,4563,TRUE,FALSE
1717368675476,Mon Jun 03 2024 01:51:15 GMT+0300 (Israel Daylight Time),-21.0,-112.0,34.6,273,4337,TRUE,FALSE
1717368680878,Mon Jun 03 2024 01:51:20 GMT+0300 (Israel Daylight Time),62.0,-15.0,35.6,325,4483,TRUE,FALSE
1717368686826,Mon Jun 03 2024 01:51:26 GMT+0300 (Israel Daylight Time),38.0,191.0,35.5,266,4492,TRUE,FALSE
1717737322840,Fri Jun 07 2024 08:15:22 GMT+0300 (Israel Daylight Time),-107.0,297.0,33.2,-31,2379,FALSE,FALSE
1717979420236,Mon Jun 10 2024 03:30:20 GMT+0300 (Israel Daylight Time),155.0,-65.0,38.1,-3862,756,FALSE,FALSE
1717979423859,Mon Jun 10 2024 03:30:23 GMT+0300 (Israel Daylight Time),-124.0,21.0,38.6,-3938,683,TRUE,FALSE
1717979427423,Mon Jun 10 2024 03:30:27 GMT+0300 (Israel Daylight Time),7.0,-178.0,39.3,-4069,726,FALSE,FALSE
1717979431147,Mon Jun 10 2024 03:30:31 GMT+0300 (Israel Daylight Time),18.0,-81.0,47.9,-2142,1569,TRUE,TRUE
1717979434789,Mon Jun 10 2024 03:30:34 GMT+0300 (Israel Daylight Time),-81.0,45.0,48.3,-2356,1708,TRUE,TRUE
1717979438841,Mon Jun 10 2024 03:30:38 GMT+0300 (Israel Daylight Time),-127.0,-109.0,45.1,-2203,1659,FALSE,TRUE
1717979442794,Mon Jun 10 2024 03:30:42 GMT+0300 (Israel Daylight Time),20.0,133.0,32.7,-2619,3157,TRUE,FALSE
1717979446464,Mon Jun 10 2024 03:30:46 GMT+0300 (Israel Daylight Time),56.0,-73.0,33.6,-2714,3081,TRUE,FALSE
1717979450205,Mon Jun 10 2024 03:30:50 GMT+0300 (Israel Daylight Time),19.0,-7.0,35.9,-2932,3025,TRUE,FALSE
1717979454198,Mon Jun 10 2024 03:30:54 GMT+0300 (Israel Daylight Time),64.0,-343.0,30.4,-1444,3941,FALSE,FALSE
1717979457713,Mon Jun 10 2024 03:30:57 GMT+0300 (Israel Daylight Time),-127.0,123.0,35.6,-1507,3913,TRUE,FALSE
1717979461745,Mon Jun 10 2024 03:31:01 GMT+0300 (Israel Daylight Time),-94.0,5.0,29.7,-1196,3712,TRUE,FALSE
1717979465073,Mon Jun 10 2024 03:31:05 GMT+0300 (Israel Daylight Time),27.0,39.0,33.2,-161,4138,TRUE,FALSE
1717979468703,Mon Jun 10 2024 03:31:08 GMT+0300 (Israel Daylight Time),-5.0,61.0,32.6,-59,4002,TRUE,FALSE
1717979472392,Mon Jun 10 2024 03:31:12 GMT+0300 (Israel Daylight Time),-29.0,-103.0,31.0,-241,3942,TRUE,FALSE
1717979476127,Mon Jun 10 2024 03:31:16 GMT+0300 (Israel Daylight Time),14.0,-187.0,32.1,1119,3890,FALSE,FALSE
1717979479763,Mon Jun 10 2024 03:31:19 GMT+0300 (Israel Daylight Time),-58.0,-26.0,31.3,901,3888,TRUE,FALSE
1717979483474,Mon Jun 10 2024 03:31:23 GMT+0300 (Israel Daylight Time),4.0,-16.0,32.2,903,3820,TRUE,FALSE
1717979487336,Mon Jun 10 2024 03:31:27 GMT+0300 (Israel Daylight Time),2.0,0.0,33.6,2058,3448,TRUE,FALSE
1717979490951,Mon Jun 10 2024 03:31:30 GMT+0300 (Israel Daylight Time),89.0,-65.0,32.2,2035,3445,TRUE,FALSE
1717979494580,Mon Jun 10 2024 03:31:34 GMT+0300 (Israel Daylight Time),-47.0,61.0,34.6,2047,3548,TRUE,FALSE
1717979498908,Mon Jun 10 2024 03:31:38 GMT+0300 (Israel Daylight Time),-91.0,-183.0,27.0,3445,2568,FALSE,FALSE
1717979502556,Mon Jun 10 2024 03:31:42 GMT+0300 (Israel Daylight Time),24.0,-100.0,47.6,1701,2473,TRUE,TRUE
1717979506200,Mon Jun 10 2024 03:31:46 GMT+0300 (Israel Daylight Time),-2.0,-61.0,46.8,1756,2583,TRUE,TRUE
1717979510428,Mon Jun 10 2024 03:31:50 GMT+0300 (Israel Daylight Time),30.0,42.0,32.4,4123,1184,TRUE,FALSE
1717979514058,Mon Jun 10 2024 03:31:54 GMT+0300 (Israel Daylight Time),-28.0,32.0,34.5,4060,1399,TRUE,FALSE
1717979518443,Mon Jun 10 2024 03:31:58 GMT+0300 (Israel Daylight Time),140.0,35.0,37.0,3932,1355,FALSE,FALSE
1717979561099,Mon Jun 10 2024 03:32:41 GMT+0300 (Israel Daylight Time),-134.0,84.0,38.8,-4432,870,FALSE,FALSE
1717979564945,Mon Jun 10 2024 03:32:44 GMT+0300 (Israel Daylight Time),-66.0,1.0,44.2,-4648,1124,TRUE,FALSE
1717979568643,Mon Jun 10 2024 03:32:48 GMT+0300 (Israel Daylight Time),-141.0,-10.0,40.3,-4789,1139,TRUE,FALSE
1717979572566,Mon Jun 10 2024 03:32:52 GMT+0300 (Israel Daylight Time),-39.0,12.0,48.4,-2679,1697,TRUE,TRUE
1717979576192,Mon Jun 10 2024 03:32:56 GMT+0300 (Israel Daylight Time),-60.0,-56.0,46.4,-2641,1580,TRUE,TRUE
1717979579846,Mon Jun 10 2024 03:32:59 GMT+0300 (Israel Daylight Time),110.0,-69.0,45.3,-2481,1487,FALSE,TRUE
1717979584044,Mon Jun 10 2024 03:33:04 GMT+0300 (Israel Daylight Time),-120.0,108.0,36.3,-3345,3838,FALSE,FALSE
1717979587665,Mon Jun 10 2024 03:33:07 GMT+0300 (Israel Daylight Time),-47.0,8.0,38.7,-3328,3597,TRUE,FALSE
1717979591626,Mon Jun 10 2024 03:33:11 GMT+0300 (Israel Daylight Time),-32.0,-16.0,36.7,-3361,3880,TRUE,FALSE
1717979595932,Mon Jun 10 2024 03:33:15 GMT+0300 (Israel Daylight Time),-123.0,48.0,35.4,-2092,4910,TRUE,FALSE
1717979599730,Mon Jun 10 2024 03:33:19 GMT+0300 (Israel Daylight Time),7.0,-42.0,36.8,-2079,4842,TRUE,FALSE
1717979603773,Mon Jun 10 2024 03:33:23 GMT+0300 (Israel Daylight Time),8.0,-40.0,36.2,-2149,4669,TRUE,FALSE
1717979607315,Mon Jun 10 2024 03:33:27 GMT+0300 (Israel Daylight Time),-82.0,91.0,36.7,-77,5026,TRUE,FALSE
1717979610683,Mon Jun 10 2024 03:33:30 GMT+0300 (Israel Daylight Time),-83.0,-10.0,34.9,-45,5220,TRUE,FALSE
1717979614622,Mon Jun 10 2024 03:33:34 GMT+0300 (Israel Daylight Time),-2.0,-98.0,31.7,-245,5058,TRUE,FALSE
1717979618286,Mon Jun 10 2024 03:33:38 GMT+0300 (Israel Daylight Time),-74.0,-48.0,35.4,1227,4912,TRUE,FALSE
1717979621806,Mon Jun 10 2024 03:33:41 GMT+0300 (Israel Daylight Time),-81.0,-154.0,32.5,1103,4666,FALSE,FALSE
1717979625705,Mon Jun 10 2024 03:33:45 GMT+0300 (Israel Daylight Time),-4.0,-118.0,35.2,1016,4837,TRUE,FALSE
1717979629510,Mon Jun 10 2024 03:33:49 GMT+0300 (Israel Daylight Time),22.0,38.0,34.8,2746,4304,TRUE,FALSE
1717979633086,Mon Jun 10 2024 03:33:53 GMT+0300 (Israel Daylight Time),43.0,26.0,31.8,2778,4360,TRUE,FALSE
1717979636919,Mon Jun 10 2024 03:33:56 GMT+0300 (Israel Daylight Time),11.0,-35.0,32.9,2585,4288,TRUE,FALSE
1717979641219,Mon Jun 10 2024 03:34:01 GMT+0300 (Israel Daylight Time),-23.0,24.0,35.4,3835,3203,TRUE,FALSE
1717979644942,Mon Jun 10 2024 03:34:04 GMT+0300 (Israel Daylight Time),102.0,142.0,37.6,4092,3577,FALSE,FALSE
1717979648664,Mon Jun 10 2024 03:34:08 GMT+0300 (Israel Daylight Time),34.0,-114.0,40.7,1713,2817,TRUE,TRUE
1717979653045,Mon Jun 10 2024 03:34:13 GMT+0300 (Israel Daylight Time),-200.0,-81.0,34.1,5010,1283,FALSE,FALSE
1717979656973,Mon Jun 10 2024 03:34:16 GMT+0300 (Israel Daylight Time),-161.0,-11.0,41.0,5028,1418,FALSE,FALSE
1717979660594,Mon Jun 10 2024 03:34:20 GMT+0300 (Israel Daylight Time),133.0,64.0,38.2,5040,1472,FALSE,FALSE
1717979689190,Mon Jun 10 2024 03:34:49 GMT+0300 (Israel Daylight Time),-128.0,37.0,39.3,-5990,3245,TRUE,FALSE
1717979695817,Mon Jun 10 2024 03:34:55 GMT+0300 (Israel Daylight Time),-286.0,-101.0,42.9,-6529,1310,FALSE,FALSE
1717979702645,Mon Jun 10 2024 03:35:02 GMT+0300 (Israel Daylight Time),130.0,115.0,40.6,699,2804,TRUE,FALSE
1717979717525,Mon Jun 10 2024 03:35:17 GMT+0300 (Israel Daylight Time),-26.0,71.0,40.2,-6506,1491,TRUE,FALSE
1717979721418,Mon Jun 10 2024 03:35:21 GMT+0300 (Israel Daylight Time),-259.0,-125.0,41.9,-6457,1185,FALSE,FALSE
1717979725381,Mon Jun 10 2024 03:35:25 GMT+0300 (Israel Daylight Time),-190.0,49.0,41.1,-6605,1412,FALSE,FALSE
1717979729466,Mon Jun 10 2024 03:35:29 GMT+0300 (Israel Daylight Time),20.0,190.0,40.4,-6176,2950,FALSE,FALSE
