HitTime,HitLocalTime,HitX,HitY,Arc,OriginX,OriginY,Made,HitBackboard
1627485007325,Wed Jul 28 2021 18:10:07 GMT+0300 (Israel Daylight Time),-496.0,13.0,10.8,-1274,587,FALSE,TRUE
1627485012382,Wed Jul 28 2021 18:10:12 GMT+0300 (Israel Daylight Time),22.0,264.0,34.1,-363,2795,FALSE,FALSE
1627485016300,Wed Jul 28 2021 18:10:16 GMT+0300 (Israel Daylight Time),13.0,-2.0,38.1,-185,2781,TRUE,FALSE
1627485019801,Wed Jul 28 2021 18:10:19 GMT+0300 (Israel Daylight Time),-18.0,181.0,47.6,-212,3043,TRUE,FALSE
1627485024321,Wed Jul 28 2021 18:10:24 GMT+0300 (Israel Daylight Time),-70.0,75.0,42.3,-165,3070,TRUE,FALSE
1627485031621,Wed Jul 28 2021 18:10:31 GMT+0300 (Israel Daylight Time),-12.0,-132.0,33.3,-67,3090,TRUE,FALSE
1627485038267,Wed Jul 28 2021 18:10:38 GMT+0300 (Israel Daylight Time),29.0,-62.0,32.4,-80,3174,TRUE,FALSE
1627485052986,Wed Jul 28 2021 18:10:52 GMT+0300 (Israel Daylight Time),15.0,-62.0,37.1,-128,3285,TRUE,FALSE
1627485060496,Wed Jul 28 2021 18:11:00 GMT+0300 (Israel Daylight Time),57.0,178.0,39.6,-60,3449,TRUE,FALSE
1627485065971,Wed Jul 28 2021 18:11:05 GMT+0300 (Israel Daylight Time),-57.0,57.0,36.4,-45,3173,TRUE,FALSE
1627485081918,Wed Jul 28 2021 18:11:21 GMT+0300 (Israel Daylight Time),78.0,-91.0,48.4,-3577,-232,TRUE,FALSE
1627485085722,Wed Jul 28 2021 18:11:25 GMT+0300 (Israel Daylight Time),159.0,40.0,46.9,-3483,317,FALSE,TRUE
1627485089384,Wed Jul 28 2021 18:11:29 GMT+0300 (Israel Daylight Time),-48.0,-112.0,44.8,-3634,359,TRUE,TRUE
1627485092964,Wed Jul 28 2021 18:11:32 GMT+0300 (Israel Daylight Time),-213.0,13.0,45.2,-3539,438,TRUE,TRUE
1627485097059,Wed Jul 28 2021 18:11:37 GMT+0300 (Israel Daylight Time),-41.0,-51.0,44.9,-3430,23,TRUE,FALSE
1627485100591,Wed Jul 28 2021 18:11:40 GMT+0300 (Israel Daylight Time),-152.0,-24.0,48.0,-3314,27,FALSE,FALSE
1627485104496,Wed Jul 28 2021 18:11:44 GMT+0300 (Israel Daylight Time),99.0,-52.0,44.8,-3577,56,TRUE,FALSE
1627485108448,Wed Jul 28 2021 18:11:48 GMT+0300 (Israel Daylight Time),66.0,101.0,39.7,-3380,398,TRUE,TRUE
1627485112261,Wed Jul 28 2021 18:11:52 GMT+0300 (Israel Daylight Time),101.0,78.0,41.6,-3610,476,TRUE,TRUE
1627485115833,Wed Jul 28 2021 18:11:55 GMT+0300 (Israel Daylight Time),-69.0,-152.0,48.7,-3423,-55,FALSE,FALSE
1627485119449,Wed Jul 28 2021 18:11:59 GMT+0300 (Israel Daylight Time),6.0,-36.0,47.8,-3327,378,TRUE,TRUE
1627485123049,Wed Jul 28 2021 18:12:03 GMT+0300 (Israel Daylight Time),41.0,20.0,47.5,-3326,479,TRUE,TRUE
1627485126666,Wed Jul 28 2021 18:12:06 GMT+0300 (Israel Daylight Time),-1.0,70.0,48.8,-3198,581,TRUE,TRUE
1627485131114,Wed Jul 28 2021 18:12:11 GMT+0300 (Israel Daylight Time),-10.0,-28.0,22.0,-1627,1466,TRUE,FALSE
1627485138105,Wed Jul 28 2021 18:12:18 GMT+0300 (Israel Daylight Time),-4.0,3.0,47.2,-1691,1498,TRUE,FALSE
1627485145560,Wed Jul 28 2021 18:12:25 GMT+0300 (Israel Daylight Time),0.0,30.0,39.1,-1150,1629,TRUE,FALSE
1627485152974,Wed Jul 28 2021 18:12:32 GMT+0300 (Israel Daylight Time),-35.0,61.0,31.9,-1543,1464,TRUE,FALSE
1627485162554,Wed Jul 28 2021 18:12:42 GMT+0300 (Israel Daylight Time),-89.0,93.0,44.8,-1102,2972,TRUE,FALSE
1627485169109,Wed Jul 28 2021 18:12:49 GMT+0300 (Israel Daylight Time),-11.0,85.0,28.8,-1578,1563,TRUE,FALSE
1627485197075,Wed Jul 28 2021 18:13:17 GMT+0300 (Israel Daylight Time),-3.0,-5.0,42.5,-846,830,TRUE,TRUE
1627485204462,Wed Jul 28 2021 18:13:24 GMT+0300 (Israel Daylight Time),-204.0,93.0,43.7,-572,1034,TRUE,TRUE
1627485210506,Wed Jul 28 2021 18:13:30 GMT+0300 (Israel Daylight Time),-28.0,126.0,32.4,-660,983,TRUE,TRUE
1627485217004,Wed Jul 28 2021 18:13:37 GMT+0300 (Israel Daylight Time),23.0,-103.0,39.7,-727,837,TRUE,TRUE
1627485223761,Wed Jul 28 2021 18:13:43 GMT+0300 (Israel Daylight Time),42.0,-37.0,28.7,-662,860,TRUE,TRUE
1627485231747,Wed Jul 28 2021 18:13:51 GMT+0300 (Israel Daylight Time),-60.0,116.0,29.5,-676,972,TRUE,TRUE
1627485238532,Wed Jul 28 2021 18:13:58 GMT+0300 (Israel Daylight Time),8.0,-49.0,28.7,-760,842,TRUE,TRUE
1627485245558,Wed Jul 28 2021 18:14:05 GMT+0300 (Israel Daylight Time),-31.0,-46.0,48.7,-548,826,TRUE,TRUE
1627485252800,Wed Jul 28 2021 18:14:12 GMT+0300 (Israel Daylight Time),-52.0,35.0,52.7,-555,999,TRUE,TRUE
1627485260294,Wed Jul 28 2021 18:14:20 GMT+0300 (Israel Daylight Time),-88.0,0.0,49.6,-555,817,TRUE,TRUE
1627485282697,Wed Jul 28 2021 18:14:42 GMT+0300 (Israel Daylight Time),65.0,-196.0,17.7,-560,1219,FALSE,FALSE
1627485289076,Wed Jul 28 2021 18:14:49 GMT+0300 (Israel Daylight Time),125.0,46.0,30.6,-481,1096,FALSE,FALSE
1627485296363,Wed Jul 28 2021 18:14:56 GMT+0300 (Israel Daylight Time),-237.0,-61.0,40.2,-430,1024,FALSE,FALSE
1627485298675,Wed Jul 28 2021 18:14:58 GMT+0300 (Israel Daylight Time),139.0,-78.0,49.0,872,1271,TRUE,TRUE
1627485305753,Wed Jul 28 2021 18:15:05 GMT+0300 (Israel Daylight Time),-2.0,59.0,27.4,-414,1012,TRUE,FALSE
1627485313887,Wed Jul 28 2021 18:15:13 GMT+0300 (Israel Daylight Time),115.0,-12.0,19.2,221,890,TRUE,TRUE
1627485321430,Wed Jul 28 2021 18:15:21 GMT+0300 (Israel Daylight Time),66.0,43.0,23.6,-712,1188,TRUE,FALSE
1627485328593,Wed Jul 28 2021 18:15:28 GMT+0300 (Israel Daylight Time),-66.0,-59.0,41.4,-403,1194,TRUE,FALSE
1627485339110,Wed Jul 28 2021 18:15:39 GMT+0300 (Israel Daylight Time),2.0,-30.0,38.4,23,3315,TRUE,FALSE
1627485343467,Wed Jul 28 2021 18:15:43 GMT+0300 (Israel Daylight Time),-48.0,17.0,38.3,-57,3294,TRUE,FALSE
1627485347583,Wed Jul 28 2021 18:15:47 GMT+0300 (Israel Daylight Time),4.0,-48.0,41.4,-165,3497,TRUE,FALSE
1627485351564,Wed Jul 28 2021 18:15:51 GMT+0300 (Israel Daylight Time),26.0,43.0,43.1,-68,3447,TRUE,FALSE
1627485355886,Wed Jul 28 2021 18:15:55 GMT+0300 (Israel Daylight Time),4.0,-91.0,52.7,-236,3322,TRUE,FALSE
1627485363848,Wed Jul 28 2021 18:16:03 GMT+0300 (Israel Daylight Time),23.0,-101.0,43.3,-124,3262,TRUE,FALSE
1627485368244,Wed Jul 28 2021 18:16:08 GMT+0300 (Israel Daylight Time),-15.0,216.0,48.0,-45,3667,TRUE,FALSE
1627485372331,Wed Jul 28 2021 18:16:12 GMT+0300 (Israel Daylight Time),-10.0,178.0,41.2,-142,3776,TRUE,FALSE
1627485376889,Wed Jul 28 2021 18:16:16 GMT+0300 (Israel Daylight Time),63.0,122.0,44.2,-364,3679,TRUE,FALSE
1627485381709,Wed Jul 28 2021 18:16:21 GMT+0300 (Israel Daylight Time),-40.0,19.0,42.4,-88,3405,TRUE,FALSE
1627485387754,Wed Jul 28 2021 18:16:27 GMT+0300 (Israel Daylight Time),-58.0,166.0,40.4,1210,2670,FALSE,FALSE
1627485394204,Wed Jul 28 2021 18:16:34 GMT+0300 (Israel Daylight Time),-64.0,-12.0,36.9,1333,2046,TRUE,FALSE
1627485400947,Wed Jul 28 2021 18:16:40 GMT+0300 (Israel Daylight Time),-70.0,51.0,36.3,1157,1963,TRUE,FALSE
1627485407855,Wed Jul 28 2021 18:16:47 GMT+0300 (Israel Daylight Time),-25.0,111.0,38.7,1281,2053,TRUE,FALSE
1627485415000,Wed Jul 28 2021 18:16:55 GMT+0300 (Israel Daylight Time),-87.0,28.0,40.4,1479,1950,TRUE,FALSE
1627485422155,Wed Jul 28 2021 18:17:02 GMT+0300 (Israel Daylight Time),8.0,-68.0,40.2,1399,1645,TRUE,FALSE
1627485436831,Wed Jul 28 2021 18:17:16 GMT+0300 (Israel Daylight Time),-58.0,-94.0,40.9,-1199,1096,TRUE,TRUE
1627485445617,Wed Jul 28 2021 18:17:25 GMT+0300 (Israel Daylight Time),-70.0,68.0,37.8,-1722,1309,TRUE,TRUE
1627485452418,Wed Jul 28 2021 18:17:32 GMT+0300 (Israel Daylight Time),-212.0,153.0,43.2,-1330,1398,FALSE,TRUE
1627485462784,Wed Jul 28 2021 18:17:42 GMT+0300 (Israel Daylight Time),197.0,-96.0,58.2,-789,750,FALSE,TRUE
1627485470324,Wed Jul 28 2021 18:17:50 GMT+0300 (Israel Daylight Time),-25.0,-30.0,40.0,-742,853,TRUE,TRUE
1627485478579,Wed Jul 28 2021 18:17:58 GMT+0300 (Israel Daylight Time),-18.0,-53.0,17.8,-666,586,TRUE,TRUE
1627485487052,Wed Jul 28 2021 18:18:07 GMT+0300 (Israel Daylight Time),-68.0,-65.0,59.7,-764,668,TRUE,TRUE
1627485515122,Wed Jul 28 2021 18:18:35 GMT+0300 (Israel Daylight Time),267.0,173.0,29.6,623,1021,FALSE,TRUE
1627485523299,Wed Jul 28 2021 18:18:43 GMT+0300 (Israel Daylight Time),2.0,-18.0,43.3,822,1080,TRUE,TRUE
1627485530534,Wed Jul 28 2021 18:18:50 GMT+0300 (Israel Daylight Time),584.0,-164.0,48.9,101,138,FALSE,FALSE
1627485541752,Wed Jul 28 2021 18:19:01 GMT+0300 (Israel Daylight Time),58.0,-91.0,40.2,983,977,TRUE,TRUE
1627485551122,Wed Jul 28 2021 18:19:11 GMT+0300 (Israel Daylight Time),-22.0,45.0,35.9,1068,1107,TRUE,TRUE
1627485560862,Wed Jul 28 2021 18:19:20 GMT+0300 (Israel Daylight Time),47.0,76.0,15.7,1408,1269,TRUE,TRUE
1627485569906,Wed Jul 28 2021 18:19:29 GMT+0300 (Israel Daylight Time),17.0,-51.0,22.5,1111,1045,TRUE,TRUE
1627485591413,Wed Jul 28 2021 18:19:51 GMT+0300 (Israel Daylight Time),28.0,-55.0,27.9,920,1122,TRUE,TRUE
1627485608639,Wed Jul 28 2021 18:20:08 GMT+0300 (Israel Daylight Time),74.0,107.0,38.4,756,1054,TRUE,TRUE
1627485617469,Wed Jul 28 2021 18:20:17 GMT+0300 (Israel Daylight Time),37.0,49.0,20.9,687,978,TRUE,TRUE
1627485630633,Wed Jul 28 2021 18:20:30 GMT+0300 (Israel Daylight Time),-42.0,-130.0,48.1,690,836,TRUE,TRUE
1627485641316,Wed Jul 28 2021 18:20:41 GMT+0300 (Israel Daylight Time),162.0,-84.0,41.6,816,886,TRUE,TRUE
1627485652646,Wed Jul 28 2021 18:20:52 GMT+0300 (Israel Daylight Time),129.0,-6.0,42.9,856,1088,TRUE,TRUE
1627485663343,Wed Jul 28 2021 18:21:03 GMT+0300 (Israel Daylight Time),-166.0,-97.0,45.7,3463,-388,FALSE,FALSE
1627485667180,Wed Jul 28 2021 18:21:07 GMT+0300 (Israel Daylight Time),-112.0,-67.0,52.1,3122,671,TRUE,TRUE
1627485670884,Wed Jul 28 2021 18:21:10 GMT+0300 (Israel Daylight Time),-125.0,60.0,50.0,3244,508,TRUE,TRUE
1627485674440,Wed Jul 28 2021 18:21:14 GMT+0300 (Israel Daylight Time),361.0,-53.0,56.8,3267,712,FALSE,TRUE
1627485677927,Wed Jul 28 2021 18:21:17 GMT+0300 (Israel Daylight Time),212.0,-6.0,51.6,3292,621,TRUE,TRUE
1627485682228,Wed Jul 28 2021 18:21:22 GMT+0300 (Israel Daylight Time),-113.0,-4.0,46.2,3292,487,TRUE,TRUE
1627485685730,Wed Jul 28 2021 18:21:25 GMT+0300 (Israel Daylight Time),226.0,25.0,41.4,3444,621,FALSE,TRUE
1627485689777,Wed Jul 28 2021 18:21:29 GMT+0300 (Israel Daylight Time),-156.0,-115.0,47.7,2991,-187,FALSE,FALSE
1627485694597,Wed Jul 28 2021 18:21:34 GMT+0300 (Israel Daylight Time),-97.0,7.0,50.6,3199,505,TRUE,TRUE
1627485699757,Wed Jul 28 2021 18:21:39 GMT+0300 (Israel Daylight Time),35.0,-48.0,41.6,1763,1644,TRUE,FALSE
1627485705970,Wed Jul 28 2021 18:21:45 GMT+0300 (Israel Daylight Time),-13.0,-59.0,16.6,1567,1938,TRUE,FALSE
1627485712721,Wed Jul 28 2021 18:21:52 GMT+0300 (Israel Daylight Time),73.0,-83.0,35.0,1318,1841,TRUE,FALSE
1627485720338,Wed Jul 28 2021 18:22:00 GMT+0300 (Israel Daylight Time),-9.0,13.0,34.4,892,2095,TRUE,FALSE
1627485728318,Wed Jul 28 2021 18:22:08 GMT+0300 (Israel Daylight Time),-54.0,12.0,33.6,1315,1802,TRUE,FALSE
1627485742119,Wed Jul 28 2021 18:22:22 GMT+0300 (Israel Daylight Time),-169.0,54.0,39.4,25,4392,TRUE,FALSE
1627485748025,Wed Jul 28 2021 18:22:28 GMT+0300 (Israel Daylight Time),-16.0,166.0,40.1,181,4550,TRUE,FALSE
1627485753601,Wed Jul 28 2021 18:22:33 GMT+0300 (Israel Daylight Time),61.0,-37.0,40.8,-30,4549,TRUE,FALSE
1627485758890,Wed Jul 28 2021 18:22:38 GMT+0300 (Israel Daylight Time),10.0,23.0,35.4,164,4372,TRUE,FALSE
1627485763552,Wed Jul 28 2021 18:22:43 GMT+0300 (Israel Daylight Time),-59.0,230.0,37.1,-73,4781,FALSE,FALSE
1627485768209,Wed Jul 28 2021 18:22:48 GMT+0300 (Israel Daylight Time),-25.0,31.0,37.8,96,4458,TRUE,FALSE
1627485803116,Wed Jul 28 2021 18:23:23 GMT+0300 (Israel Daylight Time),-96.0,40.0,39.0,-425,3021,TRUE,FALSE
1627485813430,Wed Jul 28 2021 18:23:33 GMT+0300 (Israel Daylight Time),-65.0,-120.0,40.5,-4835,-572,FALSE,FALSE
1627485818312,Wed Jul 28 2021 18:23:38 GMT+0300 (Israel Daylight Time),162.0,94.0,37.0,-4830,1031,FALSE,TRUE
1627485824045,Wed Jul 28 2021 18:23:44 GMT+0300 (Israel Daylight Time),26.0,-28.0,38.8,-4828,1340,TRUE,TRUE
1627485829400,Wed Jul 28 2021 18:23:49 GMT+0300 (Israel Daylight Time),30.0,101.0,36.0,-5178,1210,TRUE,TRUE
1627485834841,Wed Jul 28 2021 18:23:54 GMT+0300 (Israel Daylight Time),57.0,2.0,39.3,-5104,1198,TRUE,TRUE
1627485840164,Wed Jul 28 2021 18:24:00 GMT+0300 (Israel Daylight Time),-55.0,39.0,39.0,-4994,1256,TRUE,TRUE
1627485845429,Wed Jul 28 2021 18:24:05 GMT+0300 (Israel Daylight Time),-60.0,36.0,39.0,-4881,1607,TRUE,TRUE
1627485854883,Wed Jul 28 2021 18:24:14 GMT+0300 (Israel Daylight Time),64.0,138.0,28.7,-3306,2084,FALSE,FALSE
1627485864932,Wed Jul 28 2021 18:24:24 GMT+0300 (Israel Daylight Time),99.0,21.0,44.0,-3448,2269,TRUE,FALSE
1627485884058,Wed Jul 28 2021 18:24:44 GMT+0300 (Israel Daylight Time),11.0,51.0,37.5,-2995,2338,TRUE,FALSE
1627485895323,Wed Jul 28 2021 18:24:55 GMT+0300 (Israel Daylight Time),13.0,-45.0,38.8,-3108,2464,TRUE,FALSE
1627485906067,Wed Jul 28 2021 18:25:06 GMT+0300 (Israel Daylight Time),27.0,-20.0,38.4,-3297,2626,TRUE,FALSE
1627485919950,Wed Jul 28 2021 18:25:19 GMT+0300 (Israel Daylight Time),209.0,-81.0,35.5,-497,765,FALSE,TRUE
1627485931041,Wed Jul 28 2021 18:25:31 GMT+0300 (Israel Daylight Time),-243.0,108.0,43.5,-624,1049,TRUE,TRUE
1627485940171,Wed Jul 28 2021 18:25:40 GMT+0300 (Israel Daylight Time),-18.0,53.0,42.9,-6699,479,TRUE,TRUE
1627485943352,Wed Jul 28 2021 18:25:43 GMT+0300 (Israel Daylight Time),-138.0,105.0,42.0,-7067,148,FALSE,FALSE
1627485946556,Wed Jul 28 2021 18:25:46 GMT+0300 (Israel Daylight Time),-19.0,117.0,41.4,-7031,502,TRUE,TRUE
1627485949809,Wed Jul 28 2021 18:25:49 GMT+0300 (Israel Daylight Time),-146.0,109.0,41.1,-7019,221,FALSE,FALSE
1627485954196,Wed Jul 28 2021 18:25:54 GMT+0300 (Israel Daylight Time),99.0,-16.0,40.6,-6694,496,TRUE,TRUE
1627485957677,Wed Jul 28 2021 18:25:57 GMT+0300 (Israel Daylight Time),7.0,-76.0,39.2,-7106,-439,TRUE,FALSE
1627485961083,Wed Jul 28 2021 18:26:01 GMT+0300 (Israel Daylight Time),145.0,-16.0,41.1,-7246,441,TRUE,TRUE
1627485971468,Wed Jul 28 2021 18:26:11 GMT+0300 (Israel Daylight Time),-76.0,23.0,40.6,-4473,3411,TRUE,FALSE
1627485977162,Wed Jul 28 2021 18:26:17 GMT+0300 (Israel Daylight Time),-2.0,-10.0,37.6,-4044,3394,TRUE,FALSE
1627485982614,Wed Jul 28 2021 18:26:22 GMT+0300 (Israel Daylight Time),-47.0,140.0,39.5,-4713,3640,FALSE,FALSE
1627485988148,Wed Jul 28 2021 18:26:28 GMT+0300 (Israel Daylight Time),78.0,65.0,42.3,-4714,3552,TRUE,FALSE
1627485994270,Wed Jul 28 2021 18:26:34 GMT+0300 (Israel Daylight Time),-46.0,-89.0,37.1,-4499,3607,TRUE,FALSE
1627486000383,Wed Jul 28 2021 18:26:40 GMT+0300 (Israel Daylight Time),-20.0,56.0,37.5,-4335,3401,TRUE,FALSE
1627486008417,Wed Jul 28 2021 18:26:48 GMT+0300 (Israel Daylight Time),69.0,185.0,35.6,-1504,4401,FALSE,FALSE
1627486018142,Wed Jul 28 2021 18:26:58 GMT+0300 (Israel Daylight Time),76.0,-23.0,36.1,-2059,4391,TRUE,FALSE
1627486027693,Wed Jul 28 2021 18:27:07 GMT+0300 (Israel Daylight Time),-3.0,221.0,39.1,-1794,4478,FALSE,FALSE
1627486038009,Wed Jul 28 2021 18:27:18 GMT+0300 (Israel Daylight Time),171.0,-101.0,34.6,-1454,3880,FALSE,FALSE
1627486048432,Wed Jul 28 2021 18:27:28 GMT+0300 (Israel Daylight Time),1.0,187.0,37.1,-1511,4310,FALSE,FALSE
1627486060291,Wed Jul 28 2021 18:27:40 GMT+0300 (Israel Daylight Time),51.0,-19.0,36.2,-1360,4251,TRUE,FALSE
1627486070939,Wed Jul 28 2021 18:27:50 GMT+0300 (Israel Daylight Time),-29.0,-60.0,35.3,-1266,3993,TRUE,FALSE
1627486081481,Wed Jul 28 2021 18:28:01 GMT+0300 (Israel Daylight Time),25.0,-44.0,35.6,-1830,3683,TRUE,FALSE
1627486092715,Wed Jul 28 2021 18:28:12 GMT+0300 (Israel Daylight Time),165.0,-130.0,39.3,-848,2886,FALSE,FALSE
1627486104650,Wed Jul 28 2021 18:28:24 GMT+0300 (Israel Daylight Time),11.0,1.0,40.5,-850,3040,TRUE,FALSE
1627486114223,Wed Jul 28 2021 18:28:34 GMT+0300 (Israel Daylight Time),-51.0,38.0,40.4,-4272,5347,TRUE,FALSE
1627486117669,Wed Jul 28 2021 18:28:37 GMT+0300 (Israel Daylight Time),-125.0,84.0,40.6,-5102,5817,FALSE,FALSE
1627486120859,Wed Jul 28 2021 18:28:40 GMT+0300 (Israel Daylight Time),-97.0,43.0,37.9,-4624,5326,TRUE,FALSE
1627486124371,Wed Jul 28 2021 18:28:44 GMT+0300 (Israel Daylight Time),-62.0,-93.0,38.8,-4776,5793,TRUE,FALSE
1627486127881,Wed Jul 28 2021 18:28:47 GMT+0300 (Israel Daylight Time),-202.0,-54.0,40.5,-4588,5571,FALSE,FALSE
1627486131240,Wed Jul 28 2021 18:28:51 GMT+0300 (Israel Daylight Time),-20.0,27.0,39.8,-4532,4999,TRUE,FALSE
1627486134506,Wed Jul 28 2021 18:28:54 GMT+0300 (Israel Daylight Time),74.0,-213.0,41.2,-4455,5360,FALSE,FALSE
1627486138392,Wed Jul 28 2021 18:28:58 GMT+0300 (Israel Daylight Time),-30.0,86.0,44.2,-4976,5894,TRUE,FALSE
1627486153998,Wed Jul 28 2021 18:29:13 GMT+0300 (Israel Daylight Time),32.0,78.0,39.3,-69,4586,TRUE,FALSE
1627486160849,Wed Jul 28 2021 18:29:20 GMT+0300 (Israel Daylight Time),-31.0,6.0,33.9,-60,4246,TRUE,FALSE
1627486166878,Wed Jul 28 2021 18:29:26 GMT+0300 (Israel Daylight Time),98.0,-31.0,38.1,-136,4384,TRUE,FALSE
1627486172155,Wed Jul 28 2021 18:29:32 GMT+0300 (Israel Daylight Time),-78.0,191.0,37.7,77,4591,FALSE,FALSE
1627486177569,Wed Jul 28 2021 18:29:37 GMT+0300 (Israel Daylight Time),42.0,2.0,36.9,139,4286,TRUE,FALSE
1627486182967,Wed Jul 28 2021 18:29:42 GMT+0300 (Israel Daylight Time),8.0,-23.0,37.0,80,4191,TRUE,FALSE
1627486258175,Wed Jul 28 2021 18:30:58 GMT+0300 (Israel Daylight Time),141.0,137.0,35.0,1610,4284,FALSE,FALSE
1627486267141,Wed Jul 28 2021 18:31:07 GMT+0300 (Israel Daylight Time),-43.0,-134.0,34.4,1487,3829,FALSE,FALSE
1627486276192,Wed Jul 28 2021 18:31:16 GMT+0300 (Israel Daylight Time),63.0,-116.0,34.8,1318,4457,TRUE,FALSE
1627486285060,Wed Jul 28 2021 18:31:25 GMT+0300 (Israel Daylight Time),47.0,-77.0,37.5,1572,4179,TRUE,FALSE
1627486295046,Wed Jul 28 2021 18:31:35 GMT+0300 (Israel Daylight Time),-87.0,-239.0,34.4,1523,3794,FALSE,FALSE
1627486306593,Wed Jul 28 2021 18:31:46 GMT+0300 (Israel Daylight Time),-19.0,109.0,35.0,1846,3888,TRUE,FALSE
1627486317066,Wed Jul 28 2021 18:31:57 GMT+0300 (Israel Daylight Time),84.0,-29.0,33.3,1815,4016,TRUE,FALSE
1627486328121,Wed Jul 28 2021 18:32:08 GMT+0300 (Israel Daylight Time),56.0,59.0,30.2,1925,3544,TRUE,FALSE
1627486342362,Wed Jul 28 2021 18:32:22 GMT+0300 (Israel Daylight Time),-58.0,-52.0,37.0,-1712,3935,TRUE,FALSE
1627486351710,Wed Jul 28 2021 18:32:31 GMT+0300 (Israel Daylight Time),-55.0,-19.0,38.5,-1272,4456,TRUE,FALSE
1627486361650,Wed Jul 28 2021 18:32:41 GMT+0300 (Israel Daylight Time),49.0,-59.0,35.6,-1104,4427,TRUE,FALSE
1627486371729,Wed Jul 28 2021 18:32:51 GMT+0300 (Israel Daylight Time),27.0,-84.0,34.8,-895,4599,TRUE,FALSE
